"","v001","clust_pop","dhs_year","edu_a","floor_type","household_size.x","household_size.y","housing_q","mean_age.x","mean_age.y","median_age.x","median_age.y","net_ownership","net_use_access","net_use","region","roof_type","shstate","slept_in_pop","U5_pop","wall_type","wealth","fever","preg_women","all_female_sex.x","num_child_6_59","female_child_sex","net_use_child","p_test.x","positives","child_6_59_tested_malaria","med_treat_fever","ACT_use_U5","visitors","all_female_sex.y","p_test.y","first_interview_month","positives_prop","elevation_1000m","housing_2000_4000m","housing_2015_4000m","minutes_nearest_city_1000m","minutes_travel_metre_2015_1000m","minutes_travel_metre_2019_2000m","minutes_walking_healthcare_2000m","minutes_walking_metre_2000m","motorized_travel_healthcare_2019_2000m","pop_den_U5_FB_4000m","pop_density_0m","precipitation_monthly_0m","soil_wetness_0m","temperature_monthly_0m","dist_water_bodies_0m","EVI_0m"
"11",37,409.986052,2010,9.61538461538462,100,6,6,25.6637168141593,21.8859649122807,21.8859649122807,16,16,24.811836,14.0350877192982,9.452128,"north central",99.1150442477876,"plateau",67.346412,11.4035087719298,25.6637168141593,59.6491228070175,40,0,61.5384615384615,13,61.5384615384615,15.3846153846154,15.3846153846154,2,13,25,0,1,NA,NA,10,0.2,211.297500610352,0.327398717403412,0.628421723842621,0,0.00300000002607703,0.00112666672018046,8.6,0.0120000001043081,0.83567014336586,1.727663,1220.69262695312,148.533599853516,0.837216794490814,22.7070369720459,2236,0.290709495544434
"12",38,369.506144,2010,18.8888888888889,100,5,5,38.8888888888889,24.2444444444444,24.2444444444444,22,22,56.365344,17.7777777777778,12.525632,"north central",98.8888888888889,"plateau",70.45668,12.2222222222222,38.8888888888889,93.3333333333333,12.5,0,63.6363636363636,11,63.6363636363636,18.1818181818182,0,0,11,100,0,5,NA,NA,10,0,426.798500061035,0.140614476054907,0.336591348052025,0,0.00325000003795139,0.00241780574599813,2.64285714285714,0.0195749484534775,0.895005998866899,3.38540729734385,1220.69262695312,148.533599853516,0.837216794490814,22.7070369720459,2236,0.269617468118668
"13",39,61.523395,2010,18.3673469387755,95.9183673469388,5,5,23.469387755102,19.7959183673469,19.7959183673469,18,18,6.094841,17.8947368421053,1.954949,"north central",100,"plateau",10.924715,19.3877551020408,23.469387755102,34.6938775510204,26.3157894736842,7.14285714285714,68.4210526315789,19,68.4210526315789,36.8421052631579,10.5263157894737,2,19,60,0,2,NA,NA,10,0.1,308.607612609863,0.432008117437363,0.636106371879578,0,0.000525000024936162,0.000727551037146311,1.57142857142857,0.0120000001043081,0.124141007661819,1.65508832025466,109.003211975098,113.683311462402,0.738245010375977,22.8945865631104,6403,0.372733235359192
"14",46,2494.438191,2010,2.38095238095238,47.4418604651163,14,14,38.6046511627907,18.3720930232558,18.3720930232558,13,13,406.858179,30.6976744186046,55.826694,"north east",91.6279069767442,"adamawa",181.859685,17.6744186046512,45.1162790697674,62.3255813953488,20.5882352941176,2.17391304347826,42.1052631578947,38,42.8571428571429,34.2857142857143,8.57142857142857,3,35,28.5714285714286,42.8571428571429,NA,NA,NA,11,0.1,140.700313568115,0.291727244853973,0.608716060717901,0.25,0.00135000003501773,0.00103714290307835,18.3333333333333,0.0152000000079473,1.47049980163574,2.88581710798882,251.869232177734,0.0507922917604446,0.459909349679947,25.7028064727783,1414,0.226331293582916
"15",47,270.102335,2010,0,0,7,7,0,22.8547008547009,22.8547008547009,14,14,36.722935,27.3504273504274,10.98256,"north east",33.3333333333333,"adamawa",40.154985,13.6752136752137,0,0,26.3157894736842,17.3913043478261,18.75,16,7.69230769230769,38.4615384615385,15.3846153846154,2,13,0,0,NA,NA,NA,12,0.2,24.7430739402771,0.0606671087443829,0.164441928267479,11.6666666666667,0.0192783127228419,0.0229778481957813,18.4,0.0272978482147058,20.4708268006643,8.67272139609236,592.697509765625,0,0.408569753170013,26.6020393371582,0,0.189448267221451
"16",55,1061.185174,2010,0,3.31491712707182,7,7,0,23.4088397790055,23.4088397790055,15,15,115.58939,9.6045197740113,12.677546,"north east",0,"bauchi",131.995626,17.6795580110497,0,0,48,8.82352941176471,50,30,51.7241379310345,24.1379310344828,48.2758620689655,14,29,8.33333333333333,0,2,NA,NA,10,0.5,557.869033813477,0.216539569199085,0.473387941718102,10.25,0.00195000003441237,0.000877551044270928,11,0.0257142854056188,0.398839418377195,2.53310835386762,141.970321655273,73.2695770263672,0.566623449325562,26.1683311462402,1414,0.404405534267426
"17",56,668.019261,2010,0,74.6153846153846,7,7,15.3846153846154,18.0461538461538,18.0461538461538,11,11,222.90528,52,45.277635,"north east",92.3076923076923,"bauchi",87.072375,21.5384615384615,20.7692307692308,10.7692307692308,24.2424242424242,3.57142857142857,46.4285714285714,28,46.4285714285714,64.2857142857143,3.57142857142857,1,28,37.5,0,NA,NA,NA,10,0,391.287628173828,0.101867625489831,0.338273353874683,17,0.00300000002607703,0.00396592493468363,13.6428571428571,0.0132373535473432,2.53836229869298,3.57696444163424,244.746444702148,37.474552154541,0.524798512458801,28.571310043335,1000,0.400438249111176
"18",63,1587.312142,2010,0,0,8,8,0,19.896,19.896,13,13,402.750842,51.2,116.633728,"north east",24,"borno",227.80025,19.2,0,0,48,14.2857142857143,29.1666666666667,24,29.1666666666667,62.5,12.5,3,24,16.6666666666667,0,NA,NA,NA,10,0.1,239.63204574585,0.393628001213074,0.666332930326462,0,0.000650000001769513,0.00102040819391342,5.5,0.0154285714296358,0.329114990574973,1.52736735483986,45.2874526977539,15.5881547927856,0.298771888017654,30.480297088623,1000,0.219662800431252
"19",64,886.459524,2010,0,0,4,4,0,21.8076923076923,21.8076923076923,18,18,41.440181,8.65384615384615,16.215723,"north east",0,"borno",187.381688,12.5,0,0,66.6666666666667,10.3448275862069,46.1538461538462,13,60,0,30,3,10,12.5,0,NA,NA,NA,10,0.3,1222.19351196289,0.288139015436172,0.561358153820038,0,0.00200000000768341,0.00128125006085611,13.4375,0.0209999998332933,0.94640913233161,1.58536418851207,31.2529792785645,13.2787981033325,0.372672647237778,30.6561260223389,4242,0.2289759516716
"20",65,654.860544,2010,18.4782608695652,100,6,6,92.4731182795699,22,22,18,18,80.1216,18.2795698924731,18.160896,"north east",93.5483870967742,"borno",99.350784,13.9784946236559,92.4731182795699,83.8709677419355,30.7692307692308,31.5789473684211,53.8461538461539,13,80,0,0,0,5,0,0,NA,NA,NA,11,0,34.6889786720276,0.0307005168870091,0.0841603651642799,13.5,0.0020000000949949,0.00125333339286347,12.9333333333333,0.0120000001043081,1.32681667009989,NA,30.6201934814453,0,0.320969223976135,27.5950469970703,0,0.195530533790588
"21",70,245.126445,2010,10.4838709677419,77.4193548387097,5,5,58.0645161290322,19.3951612903226,19.3951612903226,18,18,82.468897,63.2478632478632,28.123034,"north east",94.3548387096774,"gombe",44.464797,23.3870967741935,72.5806451612903,83.8709677419355,15,12.5,37.9310344827586,27,40,72,12,3,25,33.3333333333333,0,3,NA,NA,12,0.1,409.658988952637,0.148952829341094,0.348115419348081,0,0.00102500000502914,0.00314005254767835,1.46666666666667,0.0121114811460887,2.17153080020632,2.26910231719158,134.088287353516,0,0.404910624027252,23.4438381195068,3605,0.145506411790848
"22",75,565.079944,2010,4.58015267175572,67.4242424242424,9,9,45.4545454545455,23.1969696969697,23.1969696969697,18,18,32.600766,13.6363636363636,8.891118,"north east",98.4848484848485,"taraba",65.201532,12.8787878787879,56.0606060606061,97.7272727272727,15.7894736842105,27.2727272727273,52.9411764705882,17,52.9411764705882,35.2941176470588,5.88235294117647,1,17,33.3333333333333,0,NA,NA,NA,12,0.1,448.440162658691,0.26156809553504,0.559910744428635,11.25,0.00127499998779967,0.00109714290592819,13.8571428571429,0.0183999999115864,0.124265098571777,1.16369769669539,71.3897094726562,0,0.600412845611572,26.7862396240234,4000,0.217329517006874
"23",80,1790.170945,2010,9.16030534351145,62.7737226277372,9,9,54.014598540146,18.0656934306569,18.0656934306569,12,12,489.862677,49.6350364963504,101.867468,"north east",67.8832116788321,"yobe",205.232987,20.4379562043796,54.014598540146,64.963503649635,62.962962962963,18.1818181818182,53.5714285714286,28,51.8518518518519,62.962962962963,25.9259259259259,7,27,23.5294117647059,17.6470588235294,NA,NA,NA,10,0.3,1276.70974731445,0.365131318569183,0.656554639339447,0,0.000550000026123598,0.00072190478288879,8.26666666666667,0.0120000001043081,0.517763505379359,1.58309518974623,184.151260375977,28.971923828125,0.444683462381363,29.9729080200195,3605,0.192374750971794
"24",90,1446.956112,2010,0.65359477124183,60.6451612903226,7.00000000000001,7.00000000000001,0,21.7741935483871,21.7741935483871,15,15,279.15552,44,76.767768,"north west",96.7741935483871,"kaduna",174.4722,18.7096774193548,0,9.67741935483871,18.1818181818182,8.33333333333333,44.8275862068966,29,44.8275862068966,55.1724137931034,27.5862068965517,8,29,50,0,NA,NA,NA,12,0.3,425.093505859375,0.0895949453115463,0.24403927475214,93.75,0.0135406313929707,0.00122857148692544,58,0.0188571427549635,1.02408650091716,1.23683563794255,86.8043670654297,0,0.644390463829041,25.4733924865723,1000,0.235391765832901
"25",91,619.12332,2010,12.7659574468085,84.3971631205674,7,7,40.4255319148936,22.8723404255319,22.8723404255319,19,19,141.133488,33.8235294117647,30.623304,"north west",96.4539007092199,"kaduna",90.538464,15.6028368794326,40.4255319148936,93.6170212765958,42.1052631578947,6.25,54.5454545454545,22,62.5,43.75,0,0,16,75,12.5,1,NA,NA,11,0,213.78927230835,0.339463829994202,0.592834502458572,0,0.00102500000502914,0.00103061227959448,1.57142857142857,0.0120000001043081,0.146698649440493,8.86504538105727,4678.0390625,0.253961473703384,0.649587631225586,24.9358615875244,1000,0.298212707042694
"26",92,689.959532,2010,2.25988700564972,36.0406091370558,9,9,36.0406091370558,16.238578680203,16.238578680203,10,10,123.248848,45.6410256410256,34.712492,"north west",87.8172588832487,"kaduna",76.05546,27.4111675126904,46.1928934010152,56.3451776649746,36.1702127659575,15.1515151515151,46.2962962962963,54,45.2830188679245,45.2830188679245,39.622641509434,21,53,47.0588235294118,17.6470588235294,NA,NA,NA,11,0.4,176.131072998047,0.247609461347262,0.498851637045542,0,0.000500000023748726,0.00108750005165348,10.1875,0.0120000001043081,0.792849026620388,12.6883576229597,1511.20532226562,0.0507922917604446,0.529695391654968,24.6679344177246,3000,0.142888695001602
"27",101,2181.069585,2010,17.7304964539007,100,6,6,27.972027972028,19.12,19.12,16,16,213.619161,25.1748251748252,64.624284,"north west",80.4195804195804,"kano",256.702017,19.3333333333333,27.972027972028,96.6666666666667,18.5185185185185,12.5,41.3793103448276,29,41.3793103448276,37.9310344827586,10.3448275862069,3,29,80,60,NA,NA,NA,12,0.1,238.494862874349,0.313930928707123,0.485881224274635,0,0.000650000001769513,0.000666666698331634,1.57142857142857,0.0120000001043081,0,3.31125507882906,35713.34375,0,0.272126346826553,21.1379833221436,7211,0.06578129529953
"28",102,1476.026484,2010,16.0583941605839,78.5714285714286,7,7,27.8571428571429,22.2214285714286,22.2214285714286,16,16,357.782085,39.5522388059701,74.362551,"north west",92.8571428571428,"kano",188.010978,17.8571428571429,29.2857142857143,84.2857142857143,25,7.40740740740741,56,25,56,48,0,0,25,100,0,NA,NA,NA,11,0,224.328460693359,0.146205253899097,0.350807681679726,1.5,0.00150000004214235,0.00100714290497958,8.85714285714286,0.0120000001043081,0.75937705380576,7.51208004368932,2222.1943359375,0,0.340244889259338,25.9556636810303,3605,0.140394404530525
"29",108,1764.388819,2010,2.04081632653061,31.4720812182741,10,10,31.4720812182741,16.7005076142132,16.7005076142132,10.5,10.5,144.333852,15.7068062827225,27.75651,"north west",61.4213197969543,"katsina",176.716447,23.3502538071066,32.994923857868,30.4568527918782,76.1904761904762,13.3333333333333,47.8260869565217,43,50,35,20,8,40,71.875,6.25,1,NA,NA,10,0.2,1330.45388793945,0.0847985707223415,0.372509084641933,0.5,0.00155000004451722,0.00121428577196119,15.0714285714286,0.0120000001043081,1.46857087101255,1.99150997286733,310.304290771484,11.1793832778931,0.462342590093613,28.5143756866455,2236,0.280841410160065
"30",109,1121.1157,2010,0,9.58083832335329,8,8,4.79041916167665,21.377245508982,21.377245508982,14,14,5.4867,3.6144578313253,5.4867,"north west",33.5329341317365,"katsina",151.7987,22.1556886227545,7.78443113772455,4.79041916167665,83.8709677419355,5.55555555555556,43.2432432432432,37,44.4444444444444,2.77777777777778,50,18,36,69.2307692307692,13.6363636363636,1,NA,NA,10,0.5,529.491373697917,0.10003138333559,0.413750956455867,0,0.000633333324609945,0.00107333338431393,8.06666666666667,0.0120000001043081,0.722601993878682,1.71803152743581,270.931121826172,6.24575901031494,0.453821510076523,29.0117168426514,5385,0.256864875555038
"31",117,765.31145,2010,3.1055900621118,100,9,9,17.3913043478261,17.1366459627329,17.1366459627329,10.5,10.5,159.395902,25,21.11204,"north west",100,"sokoto",84.44816,22.360248447205,17.3913043478261,90.6832298136646,54.7619047619048,11.7647058823529,52.7777777777778,36,52.7777777777778,27.7777777777778,33.3333333333333,12,36,47.8260869565217,4.34782608695652,NA,NA,NA,10,0.3,174.081871032715,0.126470375806093,0.364486336708069,0,0.00185000000055879,0.00120714290824253,10.5,0.0120000001043081,0.983829032629728,2.75218970213633,6641.80810546875,22.5162239074707,0.418912827968597,29.28466796875,3000,0.248380556702614
"32",125,361.478268,2010,4.16666666666667,97.5,5,5,97.5,23.8833333333333,23.8833333333333,20,20,4.756293,0.833333333333333,0.528477,"south east",100,"abia",63.41724,15.8333333333333,100,100,21.0526315789474,6.89655172413793,47.3684210526316,19,66.6666666666667,0,66.6666666666667,4,6,0,0,1,NA,NA,11,0.7,463.977310180664,0.147741664201021,0.535986319184303,4.25,0.00387394081917591,0.00105714290735445,8.42857142857143,0.0120000001043081,0.739666891949517,9.13582074902471,9349.5771484375,238.672988891602,0.88662713766098,25.9958534240723,2000,0.308559358119965
"33",126,666.430736,2010,3.57142857142857,86.4285714285714,6,6,72.1428571428571,24.6214285714286,24.6214285714286,17,17,14.574032,1.42857142857143,1.324912,"south east",82.8571428571428,"abia",92.74384,17.1428571428571,72.8571428571428,49.2857142857143,61.1111111111111,0,58.3333333333333,24,59.0909090909091,0,36.3636363636364,8,22,18.1818181818182,0,NA,NA,NA,11,0.4,76.4632225036621,0.341712817549706,0.707970350980759,1.5,0.00312500003201421,0.000920000043697655,8.33333333333333,0.0152000000079473,0.482811504602432,1.11366217918117,711.172424316406,175.334991455078,0.88662713766098,25.8870067596436,0,0.478537738323212
"34",127,298.323,2010,16.4835164835165,100,5,5,69.2307692307692,28.6263736263736,28.6263736263736,25.5,25.5,1.3716,0,0,"south east",100,"abia",62.4078,18.6813186813187,69.2307692307692,100,27.7777777777778,5.88235294117647,70.5882352941176,17,61.5384615384615,0,7.69230769230769,1,13,0,20,NA,NA,NA,11,0.1,488.255569458008,0.0114022493362427,0.0426956061273813,63,0.0197176756337285,0.00120000005699694,110.9375,0.0120000001043081,10.4212512373924,1.944937,1079.7041015625,274.445983886719,0.934828341007233,25.4566478729248,5000,0.495911747217178
"35",130,436.853568,2010,3.36134453781513,100,6,6,100,29.2333333333333,29.2333333333333,25,25,141.001728,25.8333333333333,19.513632,"south east",100,"anambra",75.53664,13.3333333333333,100,97.5,5.88235294117647,3.33333333333333,75,16,75,31.25,25,4,16,100,0,4,NA,NA,11,0.2,66.6686420440674,0.425904929637909,0.630100071430206,0,0.00127499998779967,0.00128380958146105,12.5333333333333,0.0120000001043081,1.35344202915827,2.64798769556274,2868.37866210938,146.992889404297,0.905394494533539,26.2704792022705,1000,0.394306272268295
"36",131,820.927546,2010,5.76923076923077,94.2307692307692,8,8,94.2307692307692,24.5128205128205,24.5128205128205,20,20,331.344624,68.8311688311688,56.286106,"south east",85.8974358974359,"anambra",81.774154,16.025641025641,96.7948717948718,70.5128205128205,36,4.08163265306122,56,24,56.5217391304348,82.6086956521739,8.69565217391304,2,23,33.3333333333333,22.2222222222222,1,NA,NA,10,0.1,398.50431060791,0.0159699184199174,0.0686522275209427,29.75,0.00225000007776543,0.00450515994452871,24.8125,0.0165801598923281,3.83253017067909,3.7644672244898,309.978607177734,169.947631835938,0.895747125148773,27.1646881103516,7211,0.4361352622509
"37",132,741.0147,2010,3.30578512396694,100,6,6,100,30.3719008264463,30.3719008264463,25,25,215.9181,34.7107438016529,42.5754,"south east",96.6942148760331,"anambra",122.6577,9.09090909090909,100,95.0413223140496,20,10,45.4545454545455,11,45.4545454545455,36.3636363636364,36.3636363636364,4,11,33.3333333333333,66.6666666666667,2,NA,NA,11,0.4,12.449452718099,0.259449675679207,0.440031841397285,33,0.0266014843558272,0.0181714016777862,35.4285714285714,0.0235714017014418,13.5370214751789,2.47085180569185,3008.6611328125,83.0453948974609,0.905394494533539,26.7946128845215,2828,0.452396959066391
"38",133,104.232453,2010,5.88235294117647,100,8,8,95.7983193277311,25.1176470588235,25.1176470588235,16,16,37.922638,29.4117647058824,3.836105,"south east",97.4789915966387,"anambra",13.042757,18.4873949579832,95.7983193277311,96.6386554621849,58.8235294117647,25,50,22,50,22.7272727272727,0,0,22,20,10,NA,NA,NA,10,0,294.652961730957,0.012953566852957,0.0466374158859253,42.75,0.00659969158004969,0.00113750005402835,16.875,0.0120000001043081,1.55218710750341,4.36085238082901,1606.05407714844,199.024520874023,0.913753151893616,26.3006210327148,0,0.452641308307648
"39",134,718.353467,2010,11.1111111111111,100,6.5,6.5,100,22.3504273504273,22.3504273504273,21,21,187.66854,26.9565217391304,32.320693,"south east",100,"anambra",119.899345,14.5299145299145,100,94.8717948717949,17.6470588235294,3.44827586206897,35.2941176470588,17,35.7142857142857,35.7142857142857,0,0,14,0,0,1,NA,NA,10,0,333.959350585938,0.0102603076957166,0.0310686146840453,105,0.00300000002607703,0.00274237386571864,100.2,0.0120823739096522,10.7101690928141,10.137198,2674.28979492188,199.024520874023,0.934828341007233,26.3006210327148,2000,0.326818853616714
"40",135,655.643232,2010,13.1782945736434,100,6,6,100,25.6769230769231,25.6769230769231,20,20,101.136456,17.6923076923077,20.052918,"south east",100,"anambra",113.34258,3.84615384615385,100,100,50,7.89473684210526,60,5,60,40,0,0,5,0,0,NA,NA,NA,10,0,332.663757324219,0.266285166144371,0.53862053155899,0,0.0022500000486616,0.00085204084254136,20.5714285714286,0.0188571427549635,0.980082897203309,1.77210417175647,466.859588623047,171.732131958008,0.8775874376297,26.7276306152344,1000,0.138168096542358
"41",136,323.222874,2010,3.2967032967033,97.8021978021978,5,5,97.8021978021978,26.1538461538462,26.1538461538462,23,23,98.891598,23.0769230769231,13.937742,"south east",95.6043956043956,"anambra",60.396882,10.989010989011,97.8021978021978,97.8021978021978,0,0,60,10,62.5,37.5,0,0,8,NA,NA,NA,NA,NA,10,0,506.218760172526,0.199569031596184,0.499997019767761,0,0.00169000002400329,0.00109523813395451,6.33333333333333,0.0120000001043081,0.586237772305806,1.32288696554494,1424.13330078125,171.732131958008,0.8775874376297,26.7276306152344,3000,0.484281361103058
"42",142,1049.840559,2010,1.88679245283019,72.3270440251572,9,9,66.6666666666667,20.5534591194969,20.5534591194969,12.5,12.5,135.236349,23.8993710691824,29.705094,"south east",81.7610062893082,"ebonyi",124.292367,20.125786163522,66.6666666666667,47.1698113207547,29.6296296296296,2.85714285714286,46.875,32,43.3333333333333,30,26.6666666666667,8,30,0,0,NA,NA,NA,12,0.3,243.745296478271,0.289771879712741,0.495588749647141,0,0.000600000013946556,0.000708163291814604,0.785714285714286,0.0120000001043081,0.105137467384338,3.06233504538372,519.190673828125,6.08830261230469,0.860149800777435,28.1141586303711,1000,0.373117595911026
"43",147,126.255195,2010,19.3548387096774,100,4,4,100,25.5268817204301,25.5268817204301,26,26,13.43736,4.3010752688172,1.11978,"south east",100,"enugu",26.034885,11.8279569892473,100,100,46.1538461538461,12,36.3636363636364,11,37.5,12.5,0,0,8,33.3333333333333,16.6666666666667,1,NA,NA,11,0,22.2376456260681,0.240323685109615,0.476591013371944,0.25,0.0020000000949949,0.00937298292826329,10.2857142857143,0.0171444115361997,4.98266324826649,2.89940259717425,1711.84606933594,74.4107055664062,0.874655604362488,26.777868270874,5830,0.186638817191124
"44",148,299.962918,2010,10.2189781021898,100,6,6,100,22.3405797101449,22.3405797101449,21,21,30.88863,7.2463768115942,3.43207,"south east",100,"enugu",47.362566,24.6376811594203,100,97.8260869565217,22.2222222222222,10.5263157894737,50,34,48.4848484848485,6.06060606060606,12.1212121212121,4,33,0,12.5,1,NA,NA,11,0.1,180.969889322917,0.293258108198643,0.658433511853218,0,0.00246666666741172,0.00113333338716378,12.5333333333333,0.0343999994297822,0.54427711168925,1.00047717825913,3140.47045898438,74.4107055664062,0.874655604362488,26.777868270874,4123,0.363600164651871
"45",149,505.568712,2010,2.4,97.6190476190476,6,6,97.6190476190476,26.3333333333333,26.3333333333333,21,21,40.55364,5.55555555555556,4.731258,"south east",100,"enugu",85.162644,12.6984126984127,100,80.9523809523809,41.1764705882353,2.77777777777778,56.25,16,56.25,18.75,12.5,2,16,42.8571428571429,28.5714285714286,NA,NA,NA,11,0.1,7.87886269887288,0.279841914772987,0.483011861642202,0,0.00300000002607703,0.00597144519754996,10.3333333333333,0.0153447785725196,3.07123538653056,2.81172123761435,597.284851074219,110.930366516113,0.874655604362488,26.4697494506836,2000,0.381522983312607
