"","v001","interview_month","dhs_year","edu_a","floor_type","household_size","housing_q","mean_age","median_age","net_use","region","roof_type","shstate","U5_pop","wall_type","wealth","fever","preg_women","all_female_sex","female_child_sex","net_use_child","p_test","med_treat_fever","ACT_use_U5","minutes_to_city_2000m","building_density_2000m","dominant_vector_2000m","elev_2000m","minutes_travel_metre_2015_2000m","housing_2000_2000m","housing_2015_2000m","minutes_travel_metre_2019_2000m","motorized_travel_healthcare_2019_2000m","pop_den_U5_FB_2000m","pop_density_2000m","secondary_vector_2000m","temp_all_yrs_2000m","minutes_walking_metre_2000m","minutes_walking_healthcare_2000m"
"127",121,11,"2015",33.7349397590361,90.3614457831325,5,59.0361445783133,28.0121951219512,25,16.8674698795181,"north central",67.4698795180723,"fct-abuja",9.63855421686747,100,100,12.5,0,37.5,28.5714285714286,57.1428571428571,0,100,100,0.0714285714285714,2233.86935324232,30,322.642857142857,0.00129285717516073,0.313532263040543,0.705445110797882,0.000930612274844732,0.358471853392465,1.71363676471821,711.04740687779,7,300.676177978516,0.0120000001043081,5
"128",122,11,"2015",7.59493670886076,79.746835443038,5,72.1518987341772,22.3421052631579,17,1.26582278481013,"north central",83.5443037974684,"fct-abuja",15.1898734177215,78.4810126582278,100,22.2222222222222,4.34782608695652,41.6666666666667,41.6666666666667,0,8.33333333333333,100,0,0,2791.65711536012,30,413.066666666667,0.00188666669419035,0.400422215461731,0.644322156906128,0.00105809527837361,0.522990147272746,0.684671348242811,102.998102315267,7,300.132141113281,0.0152000000079473,7.2
"129",123,10,"2015",44.8979591836735,87.7551020408163,5,43.8775510204082,25.2291666666667,18,33.6734693877551,"north central",52.0408163265306,"fct-abuja",5.10204081632653,100,100,0,0,60,60,20,0,NA,NA,9.73333333333333,930.106978574413,30,200.066666666667,0.0106832895117501,0.129209026694298,0.445262998342514,0.0102966228577619,5.13927219510078,1.87143593865031,150.187991333008,7,300.024078369141,0.0168166228880485,13.5333333333333
"130",127,10,"2015",16.8831168831169,100,4,90.9090909090909,21.2467532467532,15.5,33.7662337662338,"north central",100,"nasarawa",16.8831168831169,90.9090909090909,100,28.5714285714286,10,61.5384615384615,55.5555555555556,44.4444444444444,0,50,50,42.25,1253.77785644531,30,259.375,0.0193753120838664,0.0205263048410416,0.0723080411553383,0.0191503120877314,21.7953773140907,3.497502,55.2788982391357,7,299.529022216797,0.0205003120936453,30.625
"131",128,11,"2015",40,100,5,100,22.0142857142857,22,38.5714285714286,"north central",100,"nasarawa",20,100,100,28.5714285714286,12.5,35.7142857142857,45.4545454545455,54.5454545454545,0,75,0,45.875,650.295177531692,30,453.5,0.0074795268883463,0.0297884587198496,0.138271152973175,0.00624202690960374,5.53110168129206,3.11038656923077,77.7264666557312,7,299.244140625,0.0136670269421302,21.3125
"132",136,11,"2015",12.1951219512195,100,5,100,26.109756097561,24,35.3658536585366,"north central",100,"plateau",9.75609756097561,100,100,0,0,25,33.3333333333333,16.6666666666667,0,NA,NA,9.9375,881.668186566688,30,342.875,0.0087885729080881,0.0301137529313564,0.110730543732643,0.00873768004385056,5.71775831282139,3.018999,70.2734308242798,7,299.684478759766,0.0148698229459114,19.9375
"133",137,10,"2015",0.8,87.2,7,87.2,22.1774193548387,17,4.8,"north central",100,"plateau",13.6,100,33.6,43.75,11.1111111111111,47.0588235294118,38.4615384615385,15.3846153846154,7.69230769230769,100,28.5714285714286,79.1333333333333,1491.28137814159,30,155.8,0.0142099910415709,0.0167567934840918,0.0645187050104141,0.0121446180778245,9.39205029010773,2.99270883333333,97.8254058837891,7,300.525177001953,0.0178512847671906,30.2
"134",145,10,"2015",11.1111111111111,96.6666666666667,7,96.6666666666667,21.2178770949721,18,22.7777777777778,"north east",96.6666666666667,"taraba",11.1111111111111,96.6666666666667,75,46.6666666666667,5.40540540540541,65,66.6666666666667,61.1111111111111,11.7647058823529,57.1428571428571,28.5714285714286,65.0625,520.802232288179,30,1339.5,0.0197895989113022,0.0349588692188263,0.0985174924135208,0.0197270989156095,27.4796061515808,1.746591,57.802836894989,3,291.830810546875,0.0203520989161916,56.75
"135",146,10,"2015",30.3370786516854,100,5,100,22.2921348314607,19,31.4606741573034,"north east",100,"taraba",6.74157303370786,100,80.8988764044944,33.3333333333333,0,33.3333333333333,40,60,0,50,0,22.5,769.344905534224,30,181.928571428571,0.00603864572310288,0.0405217483639717,0.208589464426041,0.00384785476074155,3.78330060413906,4.435175,109.874792916434,3,299.526580810547,0.0130233650228807,31.8571428571429
"136",154,11,"2015",12.9411764705882,85.8823529411765,4,76.4705882352941,25.2588235294118,21.5,38.8235294117647,"north central",71.7647058823529,"benue",15.2941176470588,92.9411764705882,84.7058823529412,0,4.76190476190476,30.7692307692308,30.7692307692308,53.8461538461538,0,NA,NA,29.5714285714286,484.754405551487,30,94.8571428571429,0.0153162969342832,0.030416015535593,0.106457456946373,0.0124113398238218,9.41364539521081,2.67209452631579,86.5921756199428,3,300.972412109375,0.0162684826978615,34.2857142857143
"137",155,10,"2015",22,100,6,86,22.88,21,37,"north central",80,"benue",13,94,100,25,5.26315789473684,53.8461538461538,58.3333333333333,66.6666666666667,0,66.6666666666667,33.3333333333333,19.3333333333333,440.132971247402,30,419.533333333333,0.0063310394063592,0.0567452572286129,0.266088157892227,0.00359785666999718,2.66674265861511,4.07543107619048,316.009966023763,3,298.386932373047,0.0129045233751337,15.1333333333333
"138",163,11,"2015",31.4814814814815,100,5,100,22.0185185185185,18,25.9259259259259,"north central",100,"kogi",18.5185185185185,100,75.9259259259259,6.25,8.69565217391304,50,52.9411764705882,52.9411764705882,5.88235294117647,100,0,35.0714285714286,583.459749520543,30,31.5714285714286,0.0115721133936729,0.0297884233295918,0.103468969464302,0.0110863991015192,7.81411872591291,5.47915,125.652591160366,3,300.460083007812,0.0157149705503668,19.0714285714286
"139",164,11,"2015",13.1578947368421,100,5,100,23.1315789473684,15,14.0350877192982,"north central",100,"kogi",17.5438596491228,100,99.1228070175439,10.5263157894737,4.54545454545455,50,52.9411764705882,17.6470588235294,0,100,0,6.5625,745.976232454922,30,329.8125,0.00883365351182874,0.143338233232498,0.460433423519135,0.00741588941309601,3.43648518994451,1.444229,133.068929672241,3,300.05126953125,0.0141158894402906,12.0625
"140",165,10,"2015",11.2359550561798,100,6,100,24.8876404494382,19,30.3370786516854,"north central",100,"kogi",15.7303370786517,100,92.1348314606742,20,5.88235294117647,64.2857142857143,63.6363636363636,36.3636363636364,9.09090909090909,100,66.6666666666667,31.6875,756.442899475098,30,369.4375,0.00708541413769126,0.0286650210618973,0.0767047181725502,0.00691041417303495,3.51523575559258,1.47877342580645,25.2363073825836,7,299.075866699219,0.0130104142008349,11.0625
"141",172,10,"2015",2.9126213592233,39.8058252427184,8,31.0679611650485,23.1941747572816,19,3.88349514563107,"north central",74.757281553398,"kwara",15.5339805825243,65.0485436893204,10.6796116504854,71.4285714285714,5,50,63.6363636363636,9.09090909090909,36.3636363636364,50,10,91.1875,225.31548538208,30,287.125,0.0119120611052494,0.0152618205174804,0.0345882922410965,0.0118120611004997,60.7477478981018,3.086872,19.958151102066,7,300.485382080078,0.0131620611064136,406.0625
"142",173,10,"2015",19,100,5,73,21.6701030927835,16,7,"north central",43,"kwara",16,100,100,21.4285714285714,0,56.25,77.7777777777778,11.1111111111111,0,66.6666666666667,33.3333333333333,19.2666666666667,999.405741373698,30,157.133333333333,0.00815846133045852,0.0233087614178658,0.0728961229324341,0.00757846135335664,8.59753832817078,NA,47.8496866861979,7,300.490875244141,0.0125117947037021,45.5333333333333
"143",174,10,"2015",8.51063829787234,100,5,73.4042553191489,21.8510638297872,16,21.2765957446809,"north central",41.4893617021277,"kwara",20.2127659574468,100,91.4893617021277,0,38.0952380952381,57.8947368421053,53.3333333333333,33.3333333333333,0,NA,NA,0,2756.06773639032,30,215.285714285714,0.00112857146554493,0.366198182106018,0.547706127166748,0.000983673505418535,0.0840898028441838,3.95737736344745,9187.06774902344,7,298.719848632812,0.0120000001043081,1.57142857142857
"144",175,10,"2015",23.943661971831,100,4,61.1111111111111,26.9166666666667,24,18.0555555555556,"north central",27.7777777777778,"kwara",11.1111111111111,100,100,12.5,33.3333333333333,50,42.8571428571429,42.8571428571429,0,0,0,0,3810.43321585412,30,193.066666666667,0.000866666696189592,0.25463205575943,0.434390097856522,0.000700000033248216,0,2.63495779918419,8365.84918619792,7,298.719848632812,0.0120000001043081,0
"145",176,10,"2015",0,3.92156862745098,5,0,19.8529411764706,15,39.2156862745098,"north central",22.5490196078431,"kwara",27.4509803921569,0,0,21.4285714285714,10.3448275862069,46.4285714285714,38.8888888888889,33.3333333333333,27.7777777777778,66.6666666666667,16.6666666666667,0,1866.82671202942,30,187.428571428571,0.00149071431951597,0.249404534697533,0.474728286266327,0.000900000042747706,0.276202097535133,2.62573604113111,8107.65394810268,3,298.719848632812,0.0154285714296358,5.5
"146",177,11,"2015",25.4385964912281,93.859649122807,7,93.859649122807,22.9824561403509,20,1.75438596491228,"north central",100,"kwara",20.1754385964912,100,89.4736842105263,39.1304347826087,4.16666666666667,56.5217391304348,56.25,6.25,12.5,44.4444444444444,0,22.8125,457.301538209657,30,150.8125,0.0167620274296496,0.0414702855050564,0.113779105246067,0.0168263131345157,18.3391292579472,1.070164,347.853231430054,1,299.691131591797,0.019612027448602,28.9375
"147",181,11,"2015",18.8976377952756,100,5,97.6923076923077,22.4076923076923,22,32.3076923076923,"south west",96.9230769230769,"oyo",23.8461538461538,97.6923076923077,100,25,52.6315789473684,54.8387096774194,53.3333333333333,40,3.33333333333333,75,37.5,9.6875,564.208859761556,30,430.1875,0.0078438031632686,0.031757514923811,0.0938634499907494,0.00554564605408814,11.1195121705532,7.37126219047619,148.427730560303,7,299.964813232422,0.0124242175370455,110
"148",182,11,"2015",11.5107913669065,100,6,94.2446043165468,20.9136690647482,14,28.7769784172662,"south west",94.2446043165468,"oyo",15.8273381294964,97.1223021582734,97.841726618705,23.8095238095238,45.1612903225806,40.9090909090909,40.9090909090909,31.8181818181818,9.09090909090909,80,40,15.8571428571429,360.700094752842,30,299.142857142857,0.00547894437996937,0.0401690937578678,0.134080544114113,0.00455037294887006,3.16977035999298,1.29337826865672,237.971335274833,3,300.067565917969,0.0122646586969495,15.1428571428571
"149",183,10,"2015",37.2549019607843,100,5,95.0980392156863,24.8529411764706,24,33.3333333333333,"south west",77.4509803921569,"oyo",20.5882352941176,96.078431372549,100,15,54.1666666666667,47.6190476190476,47.6190476190476,23.8095238095238,0,100,33.3333333333333,0.214285714285714,1135.66954233455,30,361.857142857143,0.0012571428919078,0.136476993560791,0.318657845258713,0.00107755105377042,0.719458482095173,1.37471065368683,396.031597682408,3,298.416870117188,0.0120000001043081,7.64285714285714
"150",183,11,"2015",37.2549019607843,100,5,95.0980392156863,24.8529411764706,24,33.3333333333333,"south west",77.4509803921569,"oyo",20.5882352941176,96.078431372549,100,15,54.1666666666667,47.6190476190476,47.6190476190476,23.8095238095238,0,100,33.3333333333333,0.214285714285714,1135.66954233455,30,361.857142857143,0.0012571428919078,0.136476993560791,0.318657845258713,0.00107755105377042,0.719458482095173,1.37471065368683,396.031597682408,3,298.416870117188,0.0120000001043081,7.64285714285714
"151",184,11,"2015",12.3456790123457,55.5555555555556,4,20.9876543209877,32.1728395061728,25.5,25.9259259259259,"south west",90.1234567901235,"oyo",9.87654320987654,25.9259259259259,6.17283950617284,25,50,50,50,25,50,50,50,4,1148.49142268413,30,378,0.00295721081395944,0.149452731013298,0.399052202701569,0.00200387750131389,1.13144588073095,1.580447,320.451161702474,3,298.707153320312,0.018457210684816,9.73333333333333
"152",185,10,"2015",23.1578947368421,95.7894736842105,5,82.1052631578947,29.0105263157895,24.5,45.2631578947368,"south west",78.9473684210526,"oyo",4.21052631578947,92.6315789473684,100,50,57.1428571428571,50,50,100,50,100,0,0,2129.67459915926,30,271.642857142857,0.0025142857838156,0.372190684080124,0.578590452671051,0.0010612245116915,0.0675749054976872,0.653428048587416,202.501538957868,3,298.240142822266,0.0188571427549635,0.785714285714286
"153",186,10,"2015",31.25,100,4,75,24.5684210526316,18.5,29.1666666666667,"south west",73.9583333333333,"oyo",10.4166666666667,84.375,90.625,0,55.5555555555556,50,50,20,0,NA,NA,0.133333333333333,1406.15164788001,30,402.4,0.00345494915576031,0.32034170627594,0.5882368683815,0.00102666671543072,0.642264578739802,1.92143511006445,1641.88693847656,3,297.807739257812,0.0215999998152256,10.5333333333333
"154",190,10,"2015",12.5,100,4,100,22.8295454545455,20,21.5909090909091,"south west",100,"osun",18.1818181818182,100,95.4545454545455,37.5,23.0769230769231,56.25,53.3333333333333,26.6666666666667,0,50,16.6666666666667,15.625,346.114395650228,30,333.9375,0.00975357585411984,0.0372505523264408,0.114331565797329,0.00237416036543436,3.19328065961599,1.580447,320.451156616211,3,297.807739257812,0.0124741604086012,30.8125
"155",191,11,"2015",3.40909090909091,100,5,100,24.5730337078652,20,7.86516853932584,"south west",100,"osun",15.7303370786517,100,94.3820224719101,0,14.2857142857143,71.4285714285714,55.5555555555556,11.1111111111111,44.4444444444444,NA,NA,12.1428571428571,835.61194263805,30,290.714285714286,0.00490412328924452,0.0338117033243179,0.101296447217464,0.00414698045434696,2.64636939764023,2.01340790643275,341.563661847796,3,299.598236083984,0.0126612662071628,13.2857142857143
"156",192,11,"2015",2.5974025974026,100,5,93.5064935064935,24.9220779220779,16.5,9.09090909090909,"south west",100,"osun",11.6883116883117,93.5064935064935,93.5064935064935,0,11.7647058823529,22.2222222222222,25,12.5,25,NA,NA,0,2023.62402644895,30,431.375,0.00214375001087319,0.333877593278885,0.536029160022736,0.00113392860657768,0.135464426130056,1.026812,1237.61640930176,3,298.665893554688,0.0209999998332933,1.375
"157",193,10,"2015",13.3333333333333,93.4065934065934,4,93.4065934065934,23.4395604395604,18,7.69230769230769,"south west",100,"osun",19.7802197802198,93.4065934065934,85.7142857142857,17.6470588235294,4.54545454545455,44.4444444444444,54.5454545454545,27.2727272727273,27.2727272727273,100,66.6666666666667,1.46666666666667,1660.68718628063,30,539.266666666667,0.00398313370533288,0.0877613574266434,0.230748027563095,0.00202542500725637,1.37470267613729,3.34272026500732,536.830183919271,3,297.525268554688,0.0122254250571132,10.9333333333333
"158",194,10,"2015",7.36842105263158,100,5,78.9473684210526,22.5473684210526,16,44.2105263157895,"south west",87.3684210526316,"osun",13.6842105263158,91.5789473684211,83.1578947368421,16.6666666666667,10,53.8461538461539,44.4444444444444,66.6666666666667,44.4444444444444,50,0,8.33333333333333,1263.03170652438,30,576.6,0.00615803610223035,0.118628278374672,0.341383665800095,0.00580470281032225,4.42651539643606,0.987148,440.47470703125,3,297.172332763672,0.0129247028380632,13.4666666666667
"159",195,10,"2015",2.53164556962025,74.6835443037975,4.5,35.4430379746835,31.1139240506329,25,34.1772151898734,"south west",98.7341772151899,"osun",10.126582278481,35.4430379746835,15.1898734177215,57.1428571428571,30.7692307692308,62.5,50,0,0,25,0,0.133333333333333,1603.95101984707,30,370.133333333333,0.00318787001694242,0.213050812482834,0.42459961771965,0.00194977480762949,0.834132675329844,1.749388,927.396643066406,3,297.590576171875,0.0185078699141741,7.66666666666667
"160",196,10,"2015",28,88,5,86.6666666666667,24.3333333333333,23.5,34.6666666666667,"south west",97.3333333333333,"osun",12,98.6666666666667,70.6666666666667,25,6.66666666666667,33.3333333333333,50,33.3333333333333,0,100,0,1.85714285714286,1202.41356368074,30,615.5,0.00632126517926476,0.11960531771183,0.347989946603775,0.00517432639441852,3.13348533000265,2.231674,374.667857578823,3,297.340515136719,0.0231498363427818,15.2857142857143
"161",199,11,"2015",34.2857142857143,94.3661971830986,4,94.3661971830986,23.6478873239437,26.5,38.0281690140845,"south west",100,"ekiti",19.7183098591549,94.3661971830986,100,14.2857142857143,28.5714285714286,64.2857142857143,69.2307692307692,53.8461538461538,23.0769230769231,50,0,5.9375,953.245610959062,30,461.1875,0.00937092522508465,0.0919795855879784,0.21491102874279,0.0047198133834172,3.79669893532991,5.142553,795.295364379883,3,298.707153320312,0.0186698132310994,20.4375
"162",200,10,"2015",6.86274509803922,100,5,83.495145631068,24.4257425742574,17,12.621359223301,"south west",77.6699029126214,"ekiti",18.4466019417476,100,91.2621359223301,6.66666666666667,22.2222222222222,68.4210526315789,71.4285714285714,7.14285714285714,14.2857142857143,100,0,16.2666666666667,299.107402547201,30,539.4,0.00989793809130788,0.0391214452683926,0.134796068072319,0.00529143257687489,5.35193893909454,7.354384,216.243904622396,3,297.565704345703,0.0124380992725492,33.6
"163",201,10,"2015",19.3548387096774,92.5531914893617,5,86.1702127659574,24.7127659574468,19,27.6595744680851,"south west",89.3617021276596,"ekiti",14.8936170212766,91.4893617021277,75.531914893617,27.2727272727273,45,57.1428571428571,45.4545454545455,45.4545454545455,18.1818181818182,66.6666666666667,0,0.5,1526.5301291046,30,336,0.00270000002845856,0.218179672956467,0.488023847341537,0.0013387755524101,0.87546689595495,1.122485,1392.77783203125,3,297.780212402344,0.0154285714296358,9.35714285714286
"164",202,11,"2015",19.2307692307692,100,5,89.7435897435898,21.8831168831169,17,28.2051282051282,"south west",89.7435897435898,"ekiti",23.0769230769231,100,100,30.7692307692308,18.75,55.5555555555556,53.8461538461539,46.1538461538462,30.7692307692308,0,25,0.3125,1461.71873406964,30,447.5625,0.00211250002757879,0.19016207754612,0.446947365999222,0.00121428575948812,0.678594648838043,5.018086,530.296337127686,3,298.935119628906,0.0209999998332933,11.25
"165",203,10,"2015",10.9756097560976,86.5853658536585,4,70.7317073170732,28.2073170731707,20,8.53658536585366,"south west",78.0487804878049,"ekiti",19.5121951219512,98.780487804878,89.0243902439024,0,30.7692307692308,62.5,66.6666666666667,0,25,NA,NA,6.21428571428571,1460.59717415749,30,41.3571428571429,0.0132598227355629,0.10871147364378,0.265976786613464,0.00683516352936359,3.70659429260663,2.519898,225.429525102888,1,298.716461181641,0.0158494492726667,11
"166",204,11,"2015",20.7317073170732,100,5,71.9512195121951,24.8658536585366,19,35.3658536585366,"south west",71.9512195121951,"ekiti",20.7317073170732,100,58.5365853658537,30,29.4117647058824,52.9411764705882,60,53.3333333333333,40,100,66.6666666666667,0,2022.93436705632,30,260.8,0.00198666672998418,0.333935767412186,0.662726044654846,0.00122476195295652,0.863851241270701,2.30819190309501,371.745982869466,3,299.071197509766,0.0120000001043081,8.73333333333333
"167",205,10,"2015",17.6991150442478,100,6,54.8672566371681,28.8571428571429,22,28.3185840707965,"south west",66.3716814159292,"ekiti",12.3893805309735,83.1858407079646,61.0619469026549,53.8461538461539,44,28.5714285714286,27.2727272727273,36.3636363636364,27.2727272727273,14.2857142857143,42.8571428571429,204.642857142857,448.878905773163,30,61,0.0324120145024998,0.0244356021285057,0.0473615303635597,0.0324120145024998,54.7659136227199,2.519898,225.429528372628,1,298.601531982422,0.0324120145024998,63.7857142857143
"168",208,10,"2015",25.5555555555556,100,4,100,26.9111111111111,24,13.3333333333333,"south west",100,"ondo",16.6666666666667,100,100,45.4545454545455,0,46.6666666666667,42.8571428571429,21.4285714285714,14.2857142857143,80,40,73.6666666666667,185.452745437622,30,46.6666666666667,0.0341472561160723,0.0303632039576769,0.0770318657159805,0.0257939537366231,18.9703803062439,2.519898,225.429522705078,1,298.716461181641,0.0285672870775064,39.6666666666667
"169",209,11,"2015",9.58904109589041,100,4,100,26.8219178082192,20.5,26.027397260274,"south west",100,"ondo",13.6986301369863,100,79.4520547945205,0,9.09090909090909,60,55.5555555555556,22.2222222222222,11.1111111111111,NA,NA,14.2857142857143,949.495536476053,30,305.571428571429,0.0144827972232763,0.0793389528989792,0.276877045631409,0.0126163554045239,8.34561071225575,10.072674,286.084455217634,3,299.107727050781,0.0171306411336575,26.0714285714286
"170",210,10,"2015",7.69230769230769,92.3076923076923,5,81.7307692307692,21.3557692307692,13,0,"south west",100,"ondo",17.3076923076923,87.5,75.9615384615385,42.8571428571429,11.1111111111111,55.5555555555556,71.4285714285714,0,14.2857142857143,66.6666666666667,0,28.2,1119.07886623175,30,117.066666666667,0.00282446870890756,0.0259702168405056,0.0802439972758293,0.00213113541249186,2.32646267016729,2.580333,155.604089355469,1,298.830352783203,0.0120378021150827,18.7333333333333
"171",211,10,"2015",7.46268656716418,100,3,100,23.6567164179104,24.5,16.4179104477612,"south west",100,"ondo",19.4029850746269,100,100,27.2727272727273,15.3846153846154,53.8461538461538,50,40,10,66.6666666666667,0,0,1737.03178169963,30,78.8125,0.00121249999210704,0.386817395687103,0.602661967277527,0.0012375000587781,0.703938197344542,0.852984,551.0393409729,1,298.505462646484,0.0120000001043081,6.8125
"172",217,10,"2015",6.12244897959184,94.8979591836735,6,85.7142857142857,23,14,3.06122448979592,"south south",100,"edo",11.2244897959184,85.7142857142857,85.7142857142857,30,11.1111111111111,36.3636363636364,36.3636363636364,9.09090909090909,9.09090909090909,66.6666666666667,0,22.6,288.243012799474,30,50.9333333333333,0.0184809254754024,0.0989020615816116,0.286261945962906,0.0148447331933615,13.8033082485199,0.46880858245614,272.61471862793,1,298.397613525391,0.0196113998691241,49.9333333333333
"173",218,11,"2015",9.75609756097561,100,5,91.4634146341463,26.425,24,6.09756097560976,"south south",84.1463414634146,"edo",13.4146341463415,100,100,9.09090909090909,5.55555555555556,54.5454545454545,44.4444444444444,11.1111111111111,0,0,100,16.4666666666667,995.970371581832,30,74.9333333333333,0.00738656918207804,0.0969966202974319,0.285270541906357,0.00548523959393303,3.61317729949951,2.585228,174.889108276367,1,299.451141357422,0.0165823824082812,14.7333333333333
"174",219,11,"2015",25.2873563218391,100,5,100,29.0470588235294,24.5,22.9885057471264,"south south",100,"edo",9.19540229885057,100,100,25,0,62.5,80,40,20,0,50,13.1333333333333,618.310815959782,30,69.4666666666667,0.0026933333526055,0.0505774207413197,0.175322532653809,0.00154666674012939,1.43779249986013,3.368664,359.328934733073,3,300.453643798828,0.0120000001043081,12.1333333333333
"175",220,11,"2015",38.2352941176471,100,5,95.7746478873239,29.4328358208955,23.5,9.85915492957746,"south south",100,"edo",11.2676056338028,95.7746478873239,100,0,15.3846153846154,37.5,28.5714285714286,28.5714285714286,14.2857142857143,NA,NA,0.214285714285714,1459.20546176799,30,107.214285714286,0.00127857144356572,0.274114161729813,0.618603229522705,0.000955102075490036,1.07570082374981,2.46336730106979,1086.48748561314,3,300.082702636719,0.0120000001043081,15.2142857142857
"176",221,10,"2015",0.862068965517241,79.4871794871795,8,78.6324786324786,20.8080808080808,12,21.3675213675214,"south south",99.1452991452992,"edo",11.965811965812,94.8717948717949,56.4102564102564,9.09090909090909,6.66666666666667,50,40,20,20,100,100,0,894.571650626639,30,349.714285714286,0.00144999999819057,0.409476757049561,0.692289113998413,0.00132857149167519,0.738426119089127,3.09705797027027,2782.35675920759,3,298.535919189453,0.0120000001043081,6.64285714285714
"177",226,10,"2015",8,84,4,84,34.7755102040816,22.5,46,"south east",100,"anambra",14,98,52,80,16.6666666666667,57.1428571428571,60,80,0,50,25,0,735.41271890991,30,315.625,0.0052033765532542,0.411875426769257,0.715539753437042,0.001375000065309,1.00279738008976,3.695982,3338.46502685547,3,298.535919189453,0.0179999999236315,11.3125
"178",227,10,"2015",10.3092783505155,100,5,100,22.1546391752577,18,30.9278350515464,"south east",100,"anambra",15.4639175257732,100,95.8762886597938,25,20,40,33.3333333333333,33.3333333333333,0,100,25,1.06666666666667,810.99172695563,30,119.466666666667,0.00416406372872492,0.360966891050339,0.732992708683014,0.00116761909642567,0.924171487490336,1.996388,1383.02326660156,3,299.158935546875,0.0120000001043081,11.3333333333333
"179",228,10,"2015",7.5,92.6829268292683,6,89.0243902439024,27.5375,18,8.53658536585366,"south east",100,"anambra",18.2926829268293,96.3414634146341,70.7317073170732,41.6666666666667,0,33.3333333333333,41.6666666666667,16.6666666666667,16.6666666666667,60,60,7.5625,696.989013048088,30,519.375,0.00289415933002601,0.123183012008667,0.416872411966324,0.00108750005165348,1.02923656255007,5.977888,778.787509918213,3,298.535827636719,0.0120000001043081,11.875
"180",229,10,"2015",17.0212765957447,87.2340425531915,5,87.2340425531915,23.1612903225806,18.5,14.8936170212766,"south east",100,"anambra",17.0212765957447,100,97.8723404255319,42.8571428571429,13.0434782608696,50,54.5454545454545,45.4545454545455,0,83.3333333333333,50,3.4375,791.362536244481,30,127.9375,0.00200000002951128,0.286253809928894,0.656792163848877,0.00110625004890608,1.34307539463043,7.362478,1923.6212387085,3,298.818084716797,0.0120000001043081,15.625
"181",229,11,"2015",17.0212765957447,87.2340425531915,5,87.2340425531915,23.1612903225806,18.5,14.8936170212766,"south east",100,"anambra",17.0212765957447,100,97.8723404255319,42.8571428571429,13.0434782608696,50,54.5454545454545,45.4545454545455,0,83.3333333333333,50,3.4375,791.362536244481,30,127.9375,0.00200000002951128,0.286253809928894,0.656792163848877,0.00110625004890608,1.34307539463043,7.362478,1923.6212387085,3,298.818084716797,0.0120000001043081,15.625
"182",230,11,"2015",6.97674418604651,100,3,83.7209302325581,27.8837209302326,25.5,16.2790697674419,"south east",100,"anambra",13.953488372093,83.7209302325581,69.7674418604651,66.6666666666667,25,33.3333333333333,33.3333333333333,0,16.6666666666667,75,0,0,1583.44871002176,30,196.142857142857,0.00180714289308526,0.221693187952042,0.358682185411453,0.00103367350779341,0.440208441444806,16.6888491405694,3464.94168526786,3,299.710632324219,0.0120000001043081,5.5
"183",231,11,"2015",9.52380952380952,93.3962264150943,5,93.3962264150943,21.9428571428571,14.5,26.4150943396226,"south east",100,"anambra",15.0943396226415,100,100,46.1538461538462,9.09090909090909,62.5,57.1428571428572,0,0,50,0,8.2,459.717384972131,30,301,0.00334700912547608,0.047950342297554,0.242545738816261,0.00120000005699694,1.27074135144552,26.332566,1004.8262898763,3,299.568176269531,0.0120000001043081,12.5333333333333
"184",232,10,"2015",2.12765957446809,93.6170212765958,4,93.6170212765958,31.695652173913,26,34.0425531914894,"south east",100,"anambra",25.531914893617,100,55.3191489361702,62.5,0,33.3333333333333,33.3333333333333,41.6666666666667,25,40,0,2,957.781581693609,30,396.714285714286,0.00383678476958136,0.183419525623322,0.586412668228149,0.00115306125787486,0.855669260025024,8.06912204109589,831.708596365792,3,298.56494140625,0.0154285714296358,11.1428571428571
"185",235,10,"2015",2.75229357798165,94.4954128440367,5,94.4954128440367,24.1100917431193,19.5,21.1009174311927,"south east",100,"enugu",15.5963302752294,100,54.1284403669725,17.6470588235294,6.66666666666667,41.1764705882353,37.5,18.75,0,100,0,30.7333333333333,246.902523317817,30,254.866666666667,0.00976765500381589,0.031083581969142,0.108982041478157,0.00291459015570581,3.04603779315948,26.332566,999.061096191406,3,298.56494140625,0.0121679235249758,21.2
"186",236,10,"2015",7.36842105263158,98.9473684210526,5,87.3684210526316,22,20,7.36842105263158,"south east",100,"enugu",17.8947368421053,88.4210526315789,100,64.7058823529412,13.0434782608696,41.1764705882353,40,20,0,63.6363636363636,27.2727272727273,6.78571428571429,581.678938058706,30,340,0.00314285722561181,0.0794812068343163,0.309517860412598,0.00135714292160368,0.747617440564292,6.411774,985.806352887835,3,298.56494140625,0.0257142854056188,11.7857142857143
"187",237,10,"2015",22.2222222222222,100,6,98.1481481481481,25.5648148148148,23,12.962962962963,"south east",97.2222222222222,"enugu",12.037037037037,99.0740740740741,100,30.7692307692308,0,53.8461538461538,53.8461538461538,15.3846153846154,0,0,0,28.2857142857143,334.448778163887,30,106.5,0.00346916935606194,0.0333759039640427,0.134157285094261,0.00111428576721145,1.93277387108122,1.93916632653061,271.571156093052,3,299.594116210938,0.0120000001043081,21.2857142857143
