"","v001","interview_month","dhs_year","edu_a","floor_type","household_size","housing_q","mean_age","median_age","net_use","region","roof_type","shstate","U5_pop","wall_type","wealth","fever","preg_women","all_female_sex","female_child_sex","net_use_child","p_test","med_treat_fever","ACT_use_U5","minutes_to_city_2000m","building_density_2000m","dominant_vector_2000m","elev_2000m","minutes_travel_metre_2015_2000m","housing_2000_2000m","housing_2015_2000m","minutes_travel_metre_2019_2000m","motorized_travel_healthcare_2019_2000m","pop_den_U5_FB_2000m","pop_density_2000m","secondary_vector_2000m","temp_all_yrs_2000m","minutes_walking_metre_2000m","minutes_walking_healthcare_2000m"
"11",27,11,"2010",7.63888888888889,97.9166666666667,8,59.0277777777778,19.9444444444444,15,13.1944444444444,"north central",100,"nasarawa",18.75,59.0277777777778,96.5277777777778,33.3333333333333,11.1111111111111,40.7407407407407,40,16,24,87.5,0,18.6428571428571,1368.88858860561,30,378.071428571429,0.00530878206648465,0.163100749254227,0.511203944683075,0.00396592493468363,2.53836229869298,3.64500296311475,68.8977328709194,7,299.285339355469,0.0132373535473432,13.6428571428571
"12",34,11,"2010",40.1129943502825,100,8,100,23.0960451977401,19,14.1242937853107,"north central",96.045197740113,"niger",10.1694915254237,100,100,13.3333333333333,2.22222222222222,77.7777777777778,75,31.25,0,100,0,0,2310.22754636116,30,230.857142857143,0.00155714288121089,0.335504561662674,0.617023289203644,0.00102040819391342,0.329114990574973,1.676057,3129.46079799107,7,301.402496337891,0.0154285714296358,5.5
"13",37,10,"2010",9.61538461538462,100,6,25.6637168141593,21.8859649122807,16,14.0350877192982,"north central",99.1150442477876,"plateau",11.4035087719298,25.6637168141593,59.6491228070175,40,0,61.5384615384615,61.5384615384615,15.3846153846154,15.3846153846154,25,0,0.125,2125.53379760997,30,1166.5,0.00190000002112356,0.288139015436172,0.561358153820038,0.00128125006085611,0.94640913233161,1.58917015481363,1220.69261169434,7,295.498016357422,0.0209999998332933,13.4375
"14",38,10,"2010",18.8888888888889,100,5,38.8888888888889,24.2444444444444,22,17.7777777777778,"north central",98.8888888888889,"plateau",12.2222222222222,38.8888888888889,93.3333333333333,12.5,0,63.6363636363636,63.6363636363636,18.1818181818182,0,100,0,0,1515.93393282855,30,1244,0.000713333355573316,0.365131318569183,0.656554639339447,0.00072190478288879,0.517763505379359,1.57092408163265,1220.69258626302,7,295.498016357422,0.0120000001043081,8.26666666666667
"15",39,10,"2010",18.3673469387755,95.9183673469388,5,23.469387755102,19.7959183673469,18,17.3469387755102,"north central",100,"plateau",19.3877551020408,23.469387755102,34.6938775510204,26.3157894736842,7.14285714285714,68.4210526315789,68.4210526315789,36.8421052631579,10.5263157894737,60,0,1.57142857142857,1410.60493314506,30,1237.57142857143,0.00217142860804285,0.121006958186626,0.534990668296814,0.00121428577196119,1.46857087101255,1.984428,109.003205435617,7,295.793090820312,0.0120000001043081,15.0714285714286
"16",46,11,"2010",2.38095238095238,47.4418604651163,14,38.6046511627907,18.3720930232558,13,30.6976744186046,"north east",91.6279069767442,"adamawa",17.6744186046512,45.1162790697674,62.3255813953488,20.5882352941176,2.17391304347826,42.1052631578947,42.8571428571429,34.2857142857143,8.57142857142857,28.5714285714286,42.8571428571429,2.06666666666667,1825.52049702258,30,523.533333333333,0.0053942323778756,0.101792939007282,0.368964850902557,0.00107333338431393,0.722601993878682,1.71875,251.869235229492,7,298.149475097656,0.0120000001043081,8.06666666666667
"17",46,12,"2010",2.38095238095238,47.4418604651163,14,38.6046511627907,18.3720930232558,13,30.6976744186046,"north east",91.6279069767442,"adamawa",17.6744186046512,45.1162790697674,62.3255813953488,20.5882352941176,2.17391304347826,42.1052631578947,42.8571428571429,34.2857142857143,8.57142857142857,28.5714285714286,42.8571428571429,2.06666666666667,1825.52049702258,30,523.533333333333,0.0053942323778756,0.101792939007282,0.368964850902557,0.00107333338431393,0.722601993878682,1.71875,251.869235229492,7,298.149475097656,0.0120000001043081,8.06666666666667
"18",47,12,"2010",0,0,7,0,22.8547008547009,14,27.3504273504274,"north east",33.3333333333333,"adamawa",13.6752136752137,0,0,26.3157894736842,17.3913043478261,18.75,7.69230769230769,38.4615384615385,15.3846153846154,0,0,0.625,1441.34234198336,30,169.375,0.00249620631802827,0.201928302645683,0.430108308792114,0.00120714290824253,0.983829032629728,2.94628495474528,688.36310005188,7,299.942291259766,0.0120000001043081,10.5
"19",55,10,"2010",0,3.31491712707182,7,0,23.4088397790055,15,9.39226519337017,"north east",0,"bauchi",17.6795580110497,0,0,48,8.82352941176471,50,51.7241379310345,24.1379310344828,48.2758620689655,8.33333333333333,0,62.4375,621.107000124204,31,461.3125,0.0196169085684232,0.0164945628494024,0.0656006038188934,0.00120000005699694,10.4212512373924,1.944937,141.970319747925,7,298.957458496094,0.0120000001043081,110.9375
"20",56,10,"2010",0,74.6153846153846,7,15.3846153846154,18.0461538461538,11,50,"north east",92.3076923076923,"bauchi",21.5384615384615,20.7692307692308,10.7692307692308,24.2424242424242,3.57142857142857,46.4285714285714,46.4285714285714,64.2857142857143,3.57142857142857,37.5,0,30.5,1919.71914027287,31,397.125,0.00510515994392335,0.0140220429748297,0.0662254467606544,0.00450515994452871,3.83253017067909,3.817036,244.746438980103,7,300.89453125,0.0165801598923281,24.8125
"21",63,10,"2010",0,0,8,0,19.896,13,51.2,"north east",24,"borno",19.2,0,0,48,14.2857142857143,29.1666666666667,29.1666666666667,62.5,12.5,16.6666666666667,0,45.625,670.370091830983,30,294.5625,0.00881232695246581,0.0130349667742848,0.0440277978777885,0.00113750005402835,1.55218710750341,4.78447377472527,45.472421169281,7,302.598693847656,0.0120000001043081,16.875
"22",64,10,"2010",0,0,4,0,21.8076923076923,18,8.65384615384615,"north east",0,"borno",12.5,0,0,66.6666666666667,10.3448275862069,46.1538461538462,60,0,30,12.5,0,106.533333333333,488.500779087104,31,332.4,0.00556357176974416,0.0096995085477829,0.029409246519208,0.00274237386571864,10.7101690928141,10.137198,31.2529796600342,7,302.427520751953,0.0120823739096522,100.2
"23",65,11,"2010",18.4782608695652,100,6,92.4731182795699,22,18,18.2795698924731,"north east",93.5483870967742,"borno",13.9784946236559,92.4731182795699,83.8709677419355,30.7692307692308,31.5789473684211,53.8461538461539,80,0,0,0,0,0,2345.0140580264,30,331.142857142857,0.00173571433489477,0.311930179595947,0.574157357215881,0.00085204084254136,0.980082897203309,1.00109473793532,256.801533154079,7,299.096618652344,0.0188571427549635,20.5714285714286
"24",70,12,"2010",10.4838709677419,77.4193548387097,5,58.0645161290322,19.3951612903226,18,61.2903225806452,"north east",94.3548387096774,"gombe",23.3870967741935,72.5806451612903,83.8709677419355,15,12.5,37.9310344827586,40,72,12,33.3333333333333,0,0.2,3151.72133772322,30,429.8,0.00176733336411417,0.159056082367897,0.436337471008301,0.00109523813395451,0.586237772305806,1.259535,134.088290405273,7,297.073944091797,0.0120000001043081,6.33333333333333
"25",75,12,"2010",4.58015267175572,67.4242424242424,9,45.4545454545455,23.1969696969697,18,13.6363636363636,"north east",98.4848484848485,"taraba",12.8787878787879,56.0606060606061,97.7272727272727,15.7894736842105,27.2727272727273,52.9411764705882,52.9411764705882,35.2941176470588,5.88235294117647,33.3333333333333,0,0,1822.77835549747,30,183.5,0.000621428571841014,0.26338130235672,0.556759715080261,0.000805102068365419,0.377825577344213,2.569808,71.389707837786,3,301.059234619141,0.0120000001043081,6.21428571428571
"26",80,10,"2010",9.16030534351145,62.7737226277372,9,54.014598540146,18.0656934306569,12,49.6350364963504,"north east",67.8832116788321,"yobe",20.4379562043796,54.014598540146,64.963503649635,62.962962962963,18.1818181818182,53.5714285714286,51.8518518518519,62.962962962963,25.9259259259259,23.5294117647059,17.6470588235294,0.642857142857143,3353.29275994904,31,347.357142857143,0.00251866854627484,NA,NA,0.00192479098248961,1.20410739524024,2.525747,184.151256016323,7,302.449371337891,0.0120186685983624,8.92857142857143
"27",90,12,"2010",0.65359477124183,60.6451612903226,7.00000000000001,0,21.7741935483871,15,43.2258064516129,"north west",96.7741935483871,"kaduna",18.7096774193548,0,9.67741935483871,18.1818181818182,8.33333333333333,44.8275862068966,44.8275862068966,55.1724137931034,27.5862068965517,50,0,56.1428571428571,1351.92059324154,30,396.785714285714,0.00524978195816012,0.0576979219913483,0.188361972570419,0.00523365954203265,3.2857626421111,1.385968,86.8043757847377,7,299.245452880859,0.0136204963283879,14.7142857142857
"28",91,11,"2010",12.7659574468085,84.3971631205674,7,40.4255319148936,22.8723404255319,19,34.0425531914894,"north west",96.4539007092199,"kaduna",15.6028368794326,40.4255319148936,93.6170212765958,42.1052631578947,6.25,54.5454545454545,62.5,43.75,0,75,12.5,0,1946.82360463401,30,604.6,0.00192000003686796,0.45073726773262,0.653278350830078,0.00105142861139029,0.442575033505758,2.58819188544892,4918.50268554688,7,297.887634277344,0.0183999999115864,6.4
"29",92,11,"2010",2.25988700564972,36.0406091370558,9,36.0406091370558,16.238578680203,10,45.6852791878173,"north west",87.8172588832487,"kaduna",27.4111675126904,46.1928934010152,56.3451776649746,36.1702127659575,15.1515151515151,46.2962962962963,45.2830188679245,45.2830188679245,39.622641509434,47.0588235294118,17.6470588235294,0,4304.10511302489,30,653.9375,0.00245000004724716,0.300652384757996,0.56048047542572,0.00110625005254406,0.287988066673279,3.49045954719531,1506.97026062012,7,297.3642578125,0.023999999742955,6.5
"30",101,12,"2010",17.7304964539007,100,6,27.972027972028,19.12,16,26.6666666666667,"north west",80.4195804195804,"kano",19.3333333333333,27.972027972028,96.6666666666667,18.5185185185185,12.5,41.3793103448276,41.3793103448276,37.9310344827586,10.3448275862069,80,60,0,7055.76174747927,31,482.866666666667,0.000786666688509285,0.41438552737236,0.566084802150726,0.000869523830867062,0,18.229291044334,27427.9283854167,7,294.704803466797,0.0120000001043081,0
"31",102,11,"2010",16.0583941605839,78.5714285714286,7,27.8571428571429,22.2214285714286,16,40,"north west",92.8571428571428,"kano",17.8571428571429,29.2857142857143,84.2857142857143,25,7.40740740740741,56,56,48,0,100,0,0,3433.79242289904,30,470.4,0.00153333338287969,0.384571731090546,0.60568767786026,0.00107428575865924,0.381369789441427,2.85581926935818,2257.27633463542,7,297.679840087891,0.0120000001043081,4.13333333333333
"32",108,10,"2010",2.04081632653061,31.4720812182741,10,31.4720812182741,16.7005076142132,10.5,15.2284263959391,"north west",61.4213197969543,"katsina",23.3502538071066,32.994923857868,30.4568527918782,76.1904761904762,13.3333333333333,47.8260869565217,50,35,20,71.875,6.25,29.3125,1287.70964948622,31,405.6875,0.00587547287432244,0.0423774719238281,0.134487643837929,0.0054969014308881,3.37936332076788,4.00324010092395,310.304294586182,NA,300.869903564453,0.0130004729144275,14.5
"33",109,10,"2010",0,9.58083832335329,8,4.79041916167665,21.377245508982,14,3.59281437125748,"north west",33.5329341317365,"katsina",22.1556886227545,7.78443113772455,4.79041916167665,83.8709677419355,5.55555555555556,43.2432432432432,44.4444444444444,2.77777777777778,50,69.2307692307692,13.6363636363636,1.42857142857143,977.413925518906,NA,491.125,0.00269790540914983,NA,NA,0.0150372863669569,10.0313471257687,4.4602853630137,249.564984321594,NA,301.400634765625,0.0143156461417675,13.6666666666667
"34",117,10,"2010",3.1055900621118,100,9,17.3913043478261,17.1366459627329,10.5,25.4658385093168,"north west",100,"sokoto",22.360248447205,17.3913043478261,90.6832298136646,54.7619047619048,11.7647058823529,52.7777777777778,52.7777777777778,27.7777777777778,33.3333333333333,47.8260869565217,4.34782608695652,0,2485.66340862992,30,290.1875,0.00231250007345807,0.329267114400864,0.659496128559113,0.00104642860242166,0.668331012129784,4.05324988138616,6683.9814453125,7,302.673034667969,0.0120000001043081,7.625
"35",125,11,"2010",4.16666666666667,97.5,5,97.5,23.8833333333333,20,0.833333333333333,"south east",100,"abia",15.8333333333333,100,100,21.0526315789474,6.89655172413793,47.3684210526316,66.6666666666667,0,66.6666666666667,0,0,0.266666666666667,1940.62034364973,30,56.0666666666667,0.00290666673487673,0.451581209897995,0.741433918476105,0.00115333338811373,0.399289957682292,4.33752918686441,8785.50139973958,1,299.037048339844,0.0215999998152256,5.46666666666667
"36",126,11,"2010",3.57142857142857,86.4285714285714,6,72.1428571428571,24.6214285714286,17,1.42857142857143,"south east",82.8571428571428,"abia",17.1428571428571,72.8571428571428,49.2857142857143,61.1111111111111,0,58.3333333333333,59.0909090909091,0,36.3636363636364,18.1818181818182,0,4.0625,453.46884125966,30,94.625,0.00276875006238697,0.356505811214447,0.65446662902832,0.00202053575776517,1.32063619047403,2.14473045314685,820.173500061035,1,298.973449707031,0.0154062500223517,11.9375
"37",127,11,"2010",16.4835164835165,100,5,69.2307692307692,28.6263736263736,25.5,0,"south east",100,"abia",18.6813186813187,69.2307692307692,100,27.7777777777778,5.88235294117647,70.5882352941176,61.5384615384615,0,7.69230769230769,0,20,1.14285714285714,1047.13683646529,30,105.428571428571,0.00160000002610364,0.324217528104782,0.641363441944122,0.000876530643186665,0.69385253744466,4.213471,1079.70412772042,1,299.122924804688,0.0120000001043081,10.5
"38",127,10,"2010",16.4835164835165,100,5,69.2307692307692,28.6263736263736,25.5,0,"south east",100,"abia",18.6813186813187,69.2307692307692,100,27.7777777777778,5.88235294117647,70.5882352941176,61.5384615384615,0,7.69230769230769,0,20,1.14285714285714,1047.13683646529,30,105.428571428571,0.00160000002610364,0.324217528104782,0.641363441944122,0.000876530643186665,0.69385253744466,4.213471,1079.70412772042,1,299.122924804688,0.0120000001043081,10.5
"39",130,11,"2010",3.36134453781513,100,6,100,29.2333333333333,25,25.8333333333333,"south east",100,"anambra",13.3333333333333,100,97.5,5.88235294117647,3.33333333333333,75,75,31.25,25,100,0,0,899.692136143383,30,213.933333333333,0.000666666659526527,0.441462635993958,0.743216395378113,0.000979047648919125,0.532920861244202,3.38294543600416,2347.17000325521,3,299.398468017578,0.0120000001043081,6.6
"40",131,10,"2010",5.76923076923077,94.2307692307692,8,94.2307692307692,24.5128205128205,20,67.948717948718,"south east",85.8974358974359,"anambra",16.025641025641,96.7948717948718,70.5128205128205,36,4.08163265306122,56,56.5217391304348,82.6086956521739,8.69565217391304,33.3333333333333,22.2222222222222,0.428571428571429,564.802337696459,30,48.9285714285714,0.00321428574222539,0.074760690331459,0.255206197500229,0.00121632657412972,0.833566554955074,25.85027,309.978628976004,3,299.879333496094,0.0154285714296358,8.85714285714286
"41",132,11,"2010",3.30578512396694,100,6,100,30.3719008264463,25,34.7107438016529,"south east",96.6942148760331,"anambra",9.09090909090909,100,95.0413223140496,20,10,45.4545454545455,45.4545454545455,36.3636363636364,36.3636363636364,33.3333333333333,66.6666666666667,0,836.913449194764,30,248.8,0.00195333333685994,0.426444977521896,0.73124772310257,0.00118666672303031,0.669795298576355,3.695982,3008.66080729167,3,299.902587890625,0.0183999999115864,8.8
"42",133,10,"2010",5.88235294117647,100,8,95.7983193277311,25.1176470588235,16,29.4117647058824,"south east",97.4789915966387,"anambra",18.4873949579832,95.7983193277311,96.6386554621849,58.8235294117647,25,50,50,22.7272727272727,0,20,10,1.21428571428571,838.870168070443,30,53.8571428571429,0.00441240478539839,0.324119925498962,0.652106761932373,0.00289811909897253,1.72404616006783,2.44508319729043,1754.83863176618,1,298.994537353516,0.0163409761818392,13.2142857142857
"43",134,10,"2010",11.1111111111111,100,6.5,100,22.3504273504273,21,28.2051282051282,"south east",100,"anambra",14.5299145299145,100,94.8717948717949,17.6470588235294,3.44827586206897,35.2941176470588,35.7142857142857,35.7142857142857,0,0,0,0,1937.25405073663,30,156.5,0.00089999999909196,0.28618061542511,0.579425096511841,0.00110357147786999,0.260895803570747,2.30230523229912,2486.96936035156,3,298.994537353516,0.0120000001043081,2.75
"44",135,10,"2010",13.1782945736434,100,6,100,25.6769230769231,20,17.6923076923077,"south east",100,"anambra",3.84615384615385,100,100,50,7.89473684210526,60,60,40,0,0,0,0,2318.06105194664,30,34,0.00244708309958999,NA,NA,0.00244803551274041,1.02917352318764,2.56251755207167,990.997489420573,1,299.446655273438,0.0120404165238142,4
"45",136,10,"2010",3.2967032967033,97.8021978021978,5,97.8021978021978,26.1538461538462,23,23.0769230769231,"south east",95.6043956043956,"anambra",10.989010989011,97.8021978021978,97.8021978021978,0,0,60,62.5,37.5,0,NA,NA,0.6,940.917547034793,30,124.333333333333,0.00157333335761602,0.31130838394165,0.715925693511963,0.00103714290307835,1.47049980163574,2.48610193920973,1467.61883138021,3,299.446655273438,0.0152000000079473,18.3333333333333
"46",142,12,"2010",1.88679245283019,72.3270440251572,9,66.6666666666667,20.5534591194969,12.5,23.8993710691824,"south east",81.7610062893082,"ebonyi",20.125786163522,66.6666666666667,47.1698113207547,29.6296296296296,2.85714285714286,46.875,43.3333333333333,30,26.6666666666667,0,0,15.8666666666667,167.569451458049,30,29.3333333333333,0.0053632985179623,0.0305709037929773,0.0806598141789436,0.00125333339286347,1.32681667009989,NA,519.190694173177,3,301.431121826172,0.0120000001043081,12.9333333333333
"47",147,11,"2010",19.3548387096774,100,4,100,25.5268817204301,26,4.3010752688172,"south east",100,"enugu",11.8279569892473,100,100,46.1538461538461,12,36.3636363636364,37.5,12.5,0,33.3333333333333,16.6666666666667,0,1691.85676364504,30,203.071428571429,0.00130000001185441,0.332819551229477,0.585309743881226,0.00103061227959448,0.146698649440493,7.362478,1711.84616524833,3,299.877502441406,0.0120000001043081,1.57142857142857
"48",148,11,"2010",10.2189781021898,100,6,100,22.3405797101449,21,7.2463768115942,"south east",100,"enugu",24.6376811594203,100,97.8260869565217,22.2222222222222,10.5263157894737,50,48.4848484848485,6.06060606060606,12.1212121212121,0,12.5,1,983.23356582439,30,166.75,0.00206250002520392,0.221023693680763,0.435306340456009,0.00108750005165348,0.792849026620388,15.8588994081633,3038.6410369873,3,299.877502441406,0.0120000001043081,10.1875
"49",149,11,"2010",2.4,97.6190476190476,6,97.6190476190476,26.3333333333333,21,5.55555555555556,"south east",100,"enugu",12.6984126984127,100,80.9523809523809,41.1764705882353,2.77777777777778,56.25,56.25,18.75,12.5,42.8571428571429,28.5714285714286,1.92857142857143,784.734847277916,30,201.928571428571,0.00142857145069034,0.151164829730988,0.351375699043274,0.00100714290497958,0.75937705380576,6.473575,597.284868512835,3,299.601959228516,0.0120000001043081,8.85714285714286
"50",150,11,"2010",12.0567375886525,93.6170212765958,7,91.4893617021277,22.6028368794326,18,2.83687943262411,"south east",97.8723404255319,"enugu",20.5673758865248,93.6170212765958,80.8510638297872,40,12.9032258064516,44.8275862068966,45.8333333333333,8.33333333333333,29.1666666666667,16.6666666666667,8.33333333333333,4.21428571428571,1117.60761534759,30,451.857142857143,0.00343378951324017,0.178919032216072,0.615290105342865,0.00105714290735445,0.739666891949517,8.013688,797.110682896205,3,299.500518798828,0.0120000001043081,8.42857142857143
"51",160,10,"2010",5.31914893617021,92.5531914893617,5,92.5531914893617,20.3297872340426,21,6.38297872340426,"south east",92.5531914893617,"imo",20.2127659574468,100,98.9361702127659,20,13.6363636363636,52.6315789473684,52.9411764705882,5.88235294117647,23.5294117647059,50,0,1.73333333333333,1167.11868647971,30,76.7333333333333,0.00220000002688418,0.360129922628403,0.734548509120941,0.000920000043697655,0.482811504602432,0.816623780306549,438.856209309896,1,298.608489990234,0.0152000000079473,8.33333333333333
"52",168,11,"2010",18.75,87.5,5,87.5,23.96875,23,3.125,"south south",96.875,"akwa ibom",16.6666666666667,100,100,7.69230769230769,4,37.5,37.5,0,0,0,100,0.466666666666667,1030.7868806755,30,48.0666666666667,0.00150000001303852,0.501400709152222,0.69185209274292,0.00128380958146105,1.35344202915827,2.641168,1850.19921875,1,299.082122802734,0.0120000001043081,12.5333333333333
"53",172,10,"2010",5.46875,86.8217054263566,6,84.4961240310078,19.0542635658915,13,3.10077519379845,"south south",88.3720930232558,"bayelsa",24.031007751938,90.6976744186046,100,40.625,22.2222222222222,51.6129032258064,51.6129032258064,0,19.3548387096774,23.0769230769231,23.0769230769231,32.2857142857143,738.887235846131,30,19.6428571428571,0.017509328700336,0.317903816699982,0.47275897860527,0.0181714016777862,13.5370214751789,2.28002823314607,547.425170898438,1,298.816467285156,0.0235714017014418,35.4285714285714
"54",177,10,"2010",8.94308943089431,100,5,95.1219512195122,18.4146341463415,12.5,25.2032520325203,"south south",91.869918699187,"cross river",22.7642276422764,96.7479674796748,100,42.1052631578947,4.34782608695652,42.8571428571429,44.4444444444444,33.3333333333333,18.5185185185185,25,25,5.07142857142857,1857.89064426447,30,11.9285714285714,0.0100015543866903,0.413049459457397,0.713888466358185,0.00937298292826329,4.98266324826649,3.36156573452012,1032.12057931083,1,298.566467285156,0.0171444115361997,10.2857142857143
"55",183,10,"2010",11.7021276595745,100,4,100,20.031914893617,17,6.38297872340426,"south south",73.0337078651685,"delta",23.4042553191489,100,100,21.7391304347826,8,45.4545454545454,56.25,12.5,31.25,40,20,0,1632.71381505697,30,163.4,0.0035000000304232,0.343205094337463,0.691764771938324,0.00113333338716378,0.54427711168925,0.89764508718802,353.764174397786,1,299.088439941406,0.0343999994297822,12.5333333333333
"56",183,11,"2010",11.7021276595745,100,4,100,20.031914893617,17,6.38297872340426,"south south",73.0337078651685,"delta",23.4042553191489,100,100,21.7391304347826,8,45.4545454545454,56.25,12.5,31.25,40,20,0,1632.71381505697,30,163.4,0.0035000000304232,0.343205094337463,0.691764771938324,0.00113333338716378,0.54427711168925,0.89764508718802,353.764174397786,1,299.088439941406,0.0343999994297822,12.5333333333333
"57",184,11,"2010",4.8,100,6,100,19.6854838709677,15,17.6,"south south",74.4,"delta",16.8,100,100,19.047619047619,5.88235294117647,61.9047619047619,63.1578947368421,21.0526315789474,0,0,0,2.4,1555.99242680509,30,9.8,0.0081474951778849,0.32304972410202,0.560150742530823,0.00597144519754996,3.07123538653056,2.82622742343848,452.717887369792,1,299.419860839844,0.0153447785725196,10.3333333333333
"58",184,10,"2010",4.8,100,6,100,19.6854838709677,15,17.6,"south south",74.4,"delta",16.8,100,100,19.047619047619,5.88235294117647,61.9047619047619,63.1578947368421,21.0526315789474,0,0,0,2.4,1555.99242680509,30,9.8,0.0081474951778849,0.32304972410202,0.560150742530823,0.00597144519754996,3.07123538653056,2.82622742343848,452.717887369792,1,299.419860839844,0.0153447785725196,10.3333333333333
"59",185,11,"2010",12.1495327102804,100,6,100,19.5,16,2.80373831775701,"south south",76.6355140186916,"delta",24.2990654205608,100,100,16,10.3448275862069,50,50,3.84615384615385,3.84615384615385,75,0,0,1714.27869556159,33,6.92857142857143,0.00145000001482133,0.429741859436035,0.674636960029602,0.00101020410823237,0.191963404417038,22.7665573866891,940.889979771205,4,299.859649658203,0.0154285714296358,2.35714285714286
