"","positives","child_6_59_tested_malaria","edu_a","wealth","pop_density_0m","median_age","med_treat_fever","precipitation_monthly_0m","EVI_0m","lat","lon","first_interview_month","dhs_year","pos","ID","month_year","ID2"
"117",0,8,7.9136690647482,33.0935251798561,6235.708984375,13,100,110.212211608887,0.192247360944748,13.1920568576538,11.8281615631904,9,2018,"(2.6584447593345,1.57181809318842)","1","9 _ 2018","1"
"118",0,5,8.22784810126582,67.0886075949367,80.0906600952148,16,100,0,0.127865090966225,12.1796997511535,10.6299747168556,11,2018,"(2.22609100236835,1.06771467059556)","1","11 _ 2018","1"
"119",0,7,11.4285714285714,20.5714285714286,98.7760009765625,15,50,0,0.17804741859436,12.9206904419199,10.6370047851462,12,2018,"(2.5425505866126,1.07067237414338)","1","12 _ 2018","1"
"120",1,9,6.49350649350649,20.3463203463203,110.053436279297,16,90,10.2461080551147,0.238521069288254,11.344065,11.098026,10,2018,"(1.86921118022568,1.26463408638102)","1","10 _ 2018","1"
"121",0,4,20.6521739130435,39.1304347826087,265.341522216797,25,100,128.858779907227,0.44085556268692,11.223411,10.039671,9,2018,"(1.81768271279256,0.81936098106336)","1","9 _ 2018","1"
"122",2,10,5.30612244897959,81.6326530612245,175.337799072266,14,71.4285714285714,155.183349609375,0.191002264618874,11.196024,10.268114,9,2018,"(1.80598637336252,0.915471949498415)","1","9 _ 2018","1"
"123",0,8,26.865671641791,97.0149253731343,175.337768554688,18,100,155.183349609375,0.346265375614166,11.195735,10.291286,9,2018,"(1.80586294830336,0.925220916901999)","1","9 _ 2018","1"
"124",0,3,14.9038461538462,80.7692307692308,175.337783813477,14,100,245.045196533203,0.191456437110901,11.161958,10.287669,8,2018,"(1.79143759112922,0.923699165862004)","1","8 _ 2018","1"
"125",1,11,6.01851851851852,53.2407407407407,175.337768554688,14,71.4285714285714,245.045196533203,0.373284101486206,11.196185,10.285877,8,2018,"(1.80605513265154,0.922945232253026)","1","8 _ 2018","1"
"126",0,8,7.05394190871369,80.0829875518672,175.337783813477,14,77.7777777777778,155.183349609375,0.231659352779388,11.1571,10.274906,9,2018,"(1.78936285432157,0.91832949250744)","1","9 _ 2018","1"
"127",5,8,0.540540540540541,0,183.276443481445,17,100,0,0.274130523204803,11.427606,10.150647,11,2018,"(1.90488956385019,0.866051012419316)","1","11 _ 2018","1"
"128",0,4,22.7722772277228,79.2079207920792,359.380859375,20,100,0.131622865796089,0.232429549098015,11.210021,9.899165,11,2018,"(1.81196416074348,0.760247032590718)","1","11 _ 2018","1"
"129",0,6,11.4285714285714,60,1040.46398925781,16,87.5,199.799118041992,0.263274312019348,11.368968,8.9053,8,2018,"(1.87984666205378,0.342106281314884)","1","8 _ 2018","1"
"130",1,10,7.31707317073171,55.6910569105691,121.053939819336,15,45.4545454545455,199.799118041992,0.289810955524445,11.380338,8.889032,9,2018,"(1.88470251991771,0.335261977770887)","1","9 _ 2018","1"
"131",1,5,26.890756302521,42.8571428571429,89.6314163208008,15,75,185.50048828125,0.37108439207077,9.786843,7.865158,9,2018,"(1.20415852458934,-0.0955042164021584)","1","9 _ 2018","1"
"132",0,8,27.6073619631902,87.1165644171779,89.6314239501953,14,92.3076923076923,185.50048828125,0.329628825187683,9.774573,7.858761,9,2018,"(1.19891829802906,-0.0981955742685803)","1","9 _ 2018","1"
"133",0,6,10.126582278481,13.9240506329114,64.5006866455078,15,0,461.392242431641,0.328520685434341,11.249224,6.718072,10,2018,"(1.8287068340803,-0.578108394854958)","1","10 _ 2018","1"
"134",0,3,18.1818181818182,41.958041958042,55.2846870422363,18,66.6666666666667,124.177391052246,0.489857167005539,10.070997,7.7233,10,2018,"(1.32551397185999,-0.155186980856573)","1","10 _ 2018","1"
"135",0,8,10,37.5,245.307601928711,15,100,63.4422187805176,0.242864787578583,10.449406,12.880599,9,2018,"(1.48712349854706,2.01460155019554)","1","9 _ 2018","1"
"136",0,11,12.0833333333333,19.5833333333333,138.743026733398,14,83.3333333333333,0,0.12488304823637,11.027213,12.875985,12,2018,"(1.73389119114019,2.01266033944117)","1","12 _ 2018","1"
"137",0,3,16.7832167832168,13.2867132867133,138.743041992188,17.5,100,0,0.129080966114998,11.039241,12.879475,12,2018,"(1.73902806522879,2.01412865880241)","1","12 _ 2018","1"
"138",4,6,6.25,12.0192307692308,92.3125152587891,15,54.5454545454545,0,0.188776910305023,11.433409,11.979564,12,2018,"(1.907367887789,1.635516411041)","1","12 _ 2018","1"
"139",0,6,14.7959183673469,50.5102040816327,245.307601928711,15,93.3333333333334,3.08289980888367,0.2337516695261,10.4684560352568,12.8806808859306,10,2018,"(1.49525931767721,2.01463600139821)","1","10 _ 2018","1"
"140",0,8,2.79329608938548,46.927374301676,54.6510353088379,14,87.5,207.733047485352,0.262169361114502,11.9098968594316,11.7488779662792,8,2018,"(2.11086457374223,1.53846174924201)","1","8 _ 2018","1"
"141",3,13,11.864406779661,55.9322033898305,565.008239746094,14,89.4736842105263,14.5077638626099,0.160934060811996,11.092289,11.704193,10,2018,"(1.76168361034451,1.51966180622086)","1","10 _ 2018","1"
"142",0,5,11,34,381.426971435547,17,100,14.5077638626099,0.15292963385582,11.07798,11.706426,10,2018,"(1.75557257514882,1.52060127817892)","1","10 _ 2018","1"
"143",3,14,18.5654008438819,72.1518987341772,311.927185058594,13,100,3.17357349395752,0.267778068780899,8.420137,12.662082,10,2018,"(0.620470742902395,1.92266666714146)","1","10 _ 2018","1"
"144",0,4,1.72413793103448,0,226.573791503906,14,57.1428571428571,0,0.182820111513138,9.43197,12.814334,11,2018,"(1.05260066638824,1.9867224148167)","1","11 _ 2018","1"
"145",0,3,18.695652173913,85.2173913043478,2839.10693359375,17,100,0,0.18267947435379,10.056111,12.445259,12,2018,"(1.31915651362231,1.83144448695212)","1","12 _ 2018","1"
"146",3,13,3.74331550802139,28.8770053475936,268.963073730469,15,76.9230769230769,117.012725830078,0.362523406744003,9.616621,12.075629,9,2018,"(1.1314607376664,1.67593305844414)","1","9 _ 2018","1"
"147",2,10,0,0,219.694198608398,12,86.6666666666667,218.613876342773,0.339819520711899,9.387906,11.727902,8,2018,"(1.03378197501479,1.52963670127401)","1","8 _ 2018","1"
"148",3,9,0.442477876106195,0,214.530715942383,10.5,69.2307692307692,0,0.193794056773186,7.397075,11.170654,12,2018,"(0.183545179315043,1.29519027508236)","1","12 _ 2018","1"
"149",1,3,4.96894409937888,49.0683229813665,1722.58666992188,15.5,75,0,0.240648061037064,7.73723,11.131987,11,2018,"(0.328817328101779,1.27892222214803)","1","11 _ 2018","1"
"150",0,8,46.6666666666667,100,1722.5869140625,18,100,0,0.271995663642883,7.62125,11.171391,12,2018,"(0.279285015431715,1.29550034710793)","1","12 _ 2018","1"
"151",4,10,0,14.5454545454545,508.682098388672,11,58.3333333333333,0,0.278221994638443,7.772875,11.334476,11,2018,"(0.344040463859017,1.36411377490931)","1","11 _ 2018","1"
"152",0,8,9.81308411214953,56.5420560747664,166.094665527344,11,75,0,0.305947005748749,8.379064,10.957506,11,2018,"(0.602929436829817,1.20551424780206)","1","11 _ 2018","1"
"153",3,8,1.51515151515152,0,166.094680786133,12,30,0,0.219636991620064,8.151352,10.807925,11,2018,"(0.505679031736477,1.14258224826833)","1","11 _ 2018","1"
"154",2,9,1.52284263959391,8.62944162436548,1927.10815429688,10,87.5,0,0.259007692337036,7.769566,11.021001,11,2018,"(0.342627268285425,1.23222798357327)","1","11 _ 2018","1"
"155",0,9,4.34782608695652,71.0144927536232,1927.10815429688,13,86.6666666666667,0,0.217405527830124,7.697287,11.075812,11,2018,"(0.31175861828129,1.25528817053848)","1","11 _ 2018","1"
"156",0,10,6.06060606060606,90.3030303030303,1722.58703613281,17,66.6666666666667,0,0.186506986618042,7.714493,11.092634,11,2018,"(0.319106893602907,1.26236555400401)","1","11 _ 2018","1"
"157",1,9,3.37078651685393,93.2584269662921,176.836029052734,14,100,0,0.106134355068207,7.388972,10.544025,12,2018,"(0.180084579818876,1.03155374413377)","1","12 _ 2018","1"
"158",1,3,38.3333333333333,100,6835.89697265625,19,0,239.992340087891,0.214122578501701,7.439473,10.502695,9,2018,"(0.201652361523919,1.01416530883297)","1","9 _ 2018","1"
"159",1,9,9.6045197740113,94.3502824858757,5965.4951171875,17.5,50,257.331451416016,0.168916523456573,7.453853,10.583253,8,2018,"(0.207793719138986,1.04805782204279)","1","8 _ 2018","1"
"160",0,2,23.4234234234234,97.2972972972973,5965.49560546875,26.5,100,0,0.0905000045895576,7.466542,10.560661,12,2018,"(0.213212890681239,1.03855287332961)","1","12 _ 2018","1"
"162",1,3,15.9663865546218,100,176.836013793945,20,50,0,0.111696146428585,7.388649,10.504862,12,2018,"(0.179946634164518,1.01507701314695)","1","12 _ 2018","1"
"163",0,3,13.125,86.25,9624.875,17,100,0,0.134857013821602,7.406049,10.477337,12,2018,"(0.187377762294015,1.00349664339968)","1","12 _ 2018","1"
"165",3,4,0.645161290322581,0,78.4682693481445,15,40,138.957183837891,0.412171065807343,7.443144,9.90982,10,2018,"(0.203220158728711,0.764729824222221)","1","10 _ 2018","1"
"166",0,1,8,45.3333333333333,521.2197265625,27,100,266.580169677734,0.410453021526337,8.123556,9.549958,9,2018,"(0.49380801808777,0.613328007038173)","1","9 _ 2018","1"
"167",0,7,15.5555555555556,47.4074074074074,493.090118408203,20.5,25,221.740646362305,0.425940454006195,8.370006,9.595699,9,2018,"(0.599060979439186,0.632572246551696)","1","9 _ 2018","1"
"168",0,6,41.1764705882353,99.3464052287582,2911.81616210938,18,80,0,0.143439292907715,8.449086,11.972943,11,2018,"(0.632834175558764,1.63273081147346)","1","11 _ 2018","1"
"169",2,9,1.58730158730159,16.9312169312169,810.745971679688,13,71.4285714285714,0,0.153215020895004,8.47227,12.071351,11,2018,"(0.642735513176825,1.67413321024145)","1","11 _ 2018","1"
"171",0,9,17.0454545454545,92.6136363636364,32743.8984375,11,100,0,0.1018201187253,8.481971,11.966603,11,2018,"(0.646878580647185,1.6300634347542)","1","11 _ 2018","1"
"172",0,2,15.0259067357513,84.9740932642487,23602.376953125,15,100,5.89377927780151,0.0981006473302841,8.515725,12.014909,10,2018,"(0.661294115065751,1.65038682588995)","1","10 _ 2018","1"
"173",0,13,17.1945701357466,99.5475113122172,2911.81591796875,16,100,5.89377927780151,0.147758617997169,8.502862,12.021427,10,2018,"(0.655800632242204,1.65312909110385)","1","10 _ 2018","1"
"174",1,8,5.15463917525773,52.0618556701031,2911.81616210938,15,88.8888888888889,0,0.100418724119663,8.468549,12.058365,11,2018,"(0.641146362155569,1.66866971590765)","1","11 _ 2018","1"
"175",1,6,7.05882352941176,72.9411764705882,2911.81567382812,14,100,140.002853393555,0.11373957246542,8.569218,12.033556,9,2018,"(0.684139709148004,1.65823202678649)","1","9 _ 2018","1"
"176",1,5,2.10526315789474,50.5263157894737,10795.8037109375,15,86.6666666666667,140.002853393555,0.108395531773567,8.555014,12.031117,9,2018,"(0.678073516966891,1.65720588612114)","1","9 _ 2018","1"
"177",0,3,26.0204081632653,87.7551020408163,2408.47192382812,18,100,5.89377927780151,0.177414983510971,8.562832,11.996111,10,2018,"(0.681412399709213,1.64247809598953)","1","10 _ 2018","1"
"178",0,7,9.3167701863354,79.5031055900621,14488.7080078125,16,85.7142857142857,243.957122802734,0.218020722270012,8.591491,12.018581,8,2018,"(0.69365198023009,1.65193171663334)","1","8 _ 2018","1"
"179",0,6,30.4932735426009,100,46796.390625,18.5,100,0,0.17330726981163,8.515623,11.979462,11,2018,"(0.661250553280164,1.63547349740924)","1","11 _ 2018","1"
"180",1,5,13.4920634920635,81.7460317460317,14011.326171875,18,100,0,0.0528949573636055,8.509344,12.000243,11,2018,"(0.658568941008606,1.64421651879772)","1","11 _ 2018","1"
"181",1,9,14.3518518518519,75.4629629629629,14011.326171875,15,100,5.89377927780151,0.220916941761971,8.545689,11.946333,10,2018,"(0.674091030196341,1.6215354022464)","1","10 _ 2018","1"
"182",0,1,39.2156862745098,100,844.182678222656,21.5,100,5.89377927780151,0.12903967499733,8.527757,11.94865,10,2018,"(0.666432697459665,1.62251021484239)","1","10 _ 2018","1"
"183",3,9,9.52380952380953,33.9285714285714,552.050903320312,12,72.7272727272727,226.638473510742,0.321691006422043,8.847854,11.802123,8,2018,"(0.803138549233674,1.5608630999302)","1","8 _ 2018","1"
"184",5,11,0.578034682080925,0,482.973327636719,11.5,91.6666666666667,24.2551689147949,0.268716037273407,8.009207,11.777082,10,2018,"(0.444972266910763,1.55032780333288)","1","10 _ 2018","1"
"185",4,6,0.714285714285714,0,741.031372070312,14,100,172.469818115234,0.366389542818069,8.135443,11.747139,9,2018,"(0.498884674413938,1.53773012807975)","1","9 _ 2018","1"
"186",2,10,2.95857988165681,2.36686390532544,608.023010253906,12.5,100,163.256225585938,0.491568863391876,8.391017,11.633352,9,2018,"(0.608034280193719,1.48985744751909)","1","9 _ 2018","1"
"187",3,8,4.9079754601227,3.68098159509202,607.709289550781,13,66.6666666666667,0,0.181747540831566,9.003357,11.606066,12,2018,"(0.869550199665929,1.47837763030114)","1","12 _ 2018","1"
"188",1,13,9.9601593625498,52.9880478087649,306.758178710938,12.5,100,0,0.18962188065052,9.099179,11.570085,12,2018,"(0.910473507690337,1.46323963633652)","1","12 _ 2018","1"
"189",0,8,5.09259259259259,18.9814814814815,825.619812011719,15,100,251.709701538086,0.482805579900742,8.409747,11.25646,8,2018,"(0.61603341984116,1.33129073671848)","1","8 _ 2018","1"
"190",2,8,10,66,500.684631347656,16,100,2.76554250717163,0.218926981091499,8.312171,13.04297,10,2018,"(0.574361019935192,2.08291458257459)","1","10 _ 2018","1"
"191",0,10,5.90909090909091,17.2727272727273,3127.36474609375,15,80,0,0.213918194174767,8.224928,13.171088,11,2018,"(0.53710159973969,2.13681662839767)","1","11 _ 2018","1"
"192",0,5,11.8811881188119,70.7920792079208,3127.36474609375,15,80,214.986923217773,0.13176241517067,7.595273,12.98891,8,2018,"(0.268190853625971,2.06017035774127)","1","8 _ 2018","1"
"193",0,10,10.9289617486339,81.4207650273224,191.119613647461,16,33.3333333333333,214.986923217773,0.13176241517067,7.596339,12.986719,8,2018,"(0.268646116992985,2.05924855610217)","1","8 _ 2018","1"
"194",2,13,6.32183908045977,49.4252873563218,325.043914794922,12,100,74.8495330810547,0.307483583688736,7.223943,13.100828,9,2018,"(0.109604600273885,2.10725670910819)","1","9 _ 2018","1"
"195",0,6,2.29885057471264,13.2183908045977,203.621566772461,15,100,6.75517749786377,0.267742544412613,7.891334,12.857335,10,2018,"(0.39463149874937,2.00481387637899)","1","10 _ 2018","1"
"197",0,6,3.28638497652582,32.3943661971831,668.202026367188,16,0,0,0.151284441351891,7.338532,11.527619,12,2018,"(0.158542849769919,1.44537326098002)","1","12 _ 2018","1"
"199",1,3,12.2905027932961,57.5418994413408,289.545867919922,17,87.5,19.8575019836426,0.276676952838898,4.514489,12.751561,10,2018,"(-1.04753906840309,1.96031244024285)","1","10 _ 2018","1"
"200",3,8,1.52284263959391,32.994923857868,96.7922744750977,14,100,193.633316040039,0.320333480834961,4.196557,12.408218,8,2018,"(-1.1833202999242,1.81586052779468)","1","8 _ 2018","1"
"201",2,4,4.06976744186047,20.9302325581395,117.114280700684,15,54.5454545454545,91.2585144042969,0.361613541841507,4.314536,12.49894,9,2018,"(-1.13293426167191,1.85402925819292)","1","9 _ 2018","1"
"202",1,5,0,16.5605095541401,55.733097076416,14,90.9090909090909,86.2129745483398,0.172844022512436,4.388592,12.214889,9,2018,"(-1.10130669703064,1.73452278745429)","1","9 _ 2018","1"
"203",1,8,5.58659217877095,63.1284916201117,55.7330932617188,19,100,43.6139640808105,0.212993413209915,3.652297,11.847139,10,2018,"(-1.41576086289893,1.57980231608072)","1","10 _ 2018","1"
"204",1,6,1.84049079754601,49.6932515337423,111.395095825195,15,85.7142857142857,0,0.183401018381119,4.751682,10.829144,12,2018,"(-0.946239552631832,1.15150954584025)","1","12 _ 2018","1"
"205",0,4,2.17391304347826,40.2173913043478,452.895812988281,14,75,0,0.158115118741989,5.227025,13.368062,11,2018,"(-0.743231809042194,2.2196878999907)","1","11 _ 2018","1"
"206",0,4,0.606060606060606,16.969696969697,452.895782470703,17.5,77.7777777777778,3.17357349395752,0.173945888876915,5.420234,13.29378,10,2018,"(-0.660716818538052,2.18843583729982)","1","10 _ 2018","1"
"207",0,8,9.81308411214953,67.906976744186,8500.328125,14.5,36.3636363636364,54.140869140625,0.210073918104172,5.27118,13.04566,9,2018,"(-0.724374253722771,2.08404632443182)","1","9 _ 2018","1"
"208",1,7,24.3243243243243,93.2432432432432,452.895812988281,15,66.6666666666667,56.8171997070312,0.132224828004837,5.229086,13.062177,9,2018,"(-0.742351604727545,2.09099538772394)","1","9 _ 2018","1"
"209",0,2,3.77358490566038,52.8301886792453,453.522674560547,16,100,225.142364501953,0.347494393587112,5.221848,13.076042,8,2018,"(-0.745442783198884,2.09682869659027)","1","8 _ 2018","1"
"210",0,5,3.2051282051282,78.2051282051282,285.430847167969,16,88.8888888888889,225.142364501953,0.135729283094406,5.245103,13.061831,8,2018,"(-0.735511123161443,2.09084981795346)","1","8 _ 2018","1"
"211",0,2,7.40740740740741,45.0617283950617,67.3607177734375,15,62.5,56.8171997070312,0.339435935020447,5.206082,13.034498,9,2018,"(-0.752176068606335,2.07935022680715)","1","9 _ 2018","1"
"212",1,4,2.08333333333333,12.5,303.453338623047,13,83.3333333333333,53.351131439209,0.42029219865799,5.155757,12.834957,9,2018,"(-0.773668684877425,1.99539896214814)","1","9 _ 2018","1"
"213",1,9,5.21739130434783,4.34782608695652,180.981399536133,15,100,41.891170501709,0.256251662969589,5.735559,12.043905,10,2018,"(-0.526048975007374,1.66258607752271)","1","10 _ 2018","1"
"214",0,9,14.1176470588235,71.3725490196078,92.8014068603516,15,66.6666666666667,11.787558555603,0.296969711780548,6.047794,12.562314,10,2018,"(-0.392700797334177,1.88069208661665)","1","10 _ 2018","1"
"215",1,8,2.94117647058824,4.41176470588235,91.8841323852539,15,0,0,0.221285298466682,6.775909,12.79115,11,2018,"(-0.0817401158394051,1.97696839875055)","1","11 _ 2018","1"
"216",1,9,3.125,3.125,99.86181640625,15,37.5,0,0.16192327439785,6.58267,12.605983,11,2018,"(-0.164267918633426,1.8990645903948)","1","11 _ 2018","1"
"217",1,7,0,0,91.9821395874023,12,33.3333333333333,141.582321166992,0.432125419378281,6.889441,12.023178,9,2018,"(-0.0332532860234225,1.65386577511575)","1","9 _ 2018","1"
"218",0,9,10.0591715976331,68.0473372781065,99.8618087768555,12.5,100,247.221374511719,0.372930020093918,6.659053,12.199656,8,2018,"(-0.13164654737392,1.7281139310561)","1","8 _ 2018","1"
"219",0,8,18.3962264150943,60.8490566037736,99.8618087768555,14,50,247.221374511719,0.199870318174362,6.671025,12.149544,8,2018,"(-0.126533589559762,1.70703071620505)","1","8 _ 2018","1"
"220",0,4,1.49253731343284,50.7462686567164,453.557189941406,35,66.6666666666667,253.023010253906,0.47434738278389,7.854992,5.569094,9,2018,"(0.379110690790623,-1.06150857910474)","1","9 _ 2018","1"
"221",0,6,3.2258064516129,64.5161290322581,482.146087646484,20,25,261.052001953125,0.384970188140869,7.817325,5.628335,9,2018,"(0.363024006695578,-1.03658459421108)","1","9 _ 2018","1"
"225",0,2,9,100,606.145324707031,24,100,37.5841751098633,0.077391229569912,7.364172,5.095991,12,2018,"(0.169493086852695,-1.26055336270296)","1","12 _ 2018","1"
"226",0,4,7.2,100,614.268859863281,20.5,100,37.5841751098633,0.152048170566559,7.349264,5.094027,12,2018,"(0.163126232935767,-1.2613796604753)","1","12 _ 2018","1"
"228",3,9,2.41935483870968,20.1612903225806,483.45947265625,16,100,10.2914447784424,0.279524624347687,6.746115,6.335907,12,2018,"(-0.0944644279940173,-0.738893572128862)","1","12 _ 2018","1"
"229",0,8,2.67857142857143,29.4642857142857,3738.21411132812,22,100,2.8562159538269,0.247616559267044,6.798324,6.417982,12,2018,"(-0.0721671999185613,-0.704362823827066)","1","12 _ 2018","1"
"230",4,11,3.24675324675325,30.5194805194805,3738.2138671875,12,100,2.8562159538269,0.277584463357925,6.938548,6.592622,12,2018,"(-0.0122808487213976,-0.630887954702174)","1","12 _ 2018","1"
"231",0,4,3.41880341880342,4.27350427350427,1535.24536132812,23,100,18.7240829467773,0.243752598762512,7.008825,6.525898,12,2018,"(0.0177327944715157,-0.658960201423941)","1","12 _ 2018","1"
"232",0,6,9.61538461538462,89.4230769230769,6758.8056640625,22,100,15.1805028915405,0.35329607129097,6.888849,6.338343,11,2018,"(-0.0335061152103568,-0.737868693629159)","1","11 _ 2018","1"
"233",0,9,6.15384615384615,84.6153846153846,1769.46337890625,25,100,103.367820739746,0.309457510709763,6.940459,6.243293,10,2018,"(-0.0114647058561408,-0.77785830832408)","1","10 _ 2018","1"
"234",0,9,6.10687022900763,93.8931297709924,6811.45751953125,21,100,103.367820739746,0.424421697854996,6.907673,6.214511,10,2018,"(-0.0254668303879627,-0.789967525474519)","1","10 _ 2018","1"
"235",3,4,5.60747663551402,82.2429906542056,1769.46313476562,22,100,103.367820739746,0.37484210729599,6.982165,6.160085,10,2018,"(0.00634693953287206,-0.812865734515927)","1","10 _ 2018","1"
"237",1,13,5.55555555555556,75.3968253968254,6611.673828125,21,100,284.349243164062,0.475186258554459,7.101827,6.106518,9,2018,"(0.0574517472473504,-0.835402543462406)","1","9 _ 2018","1"
"238",2,13,8.02919708029197,64.963503649635,3725.62841796875,24,100,284.349243164062,0.465111792087555,7.247617,6.087453,9,2018,"(0.119715205293295,-0.843423606104791)","1","9 _ 2018","1"
